"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169"
"1",1,0,0.993548387096774,0.993569131832797,0,0,0.12258064516129,0,0,0,0,0,0,0,0,0,0.304075235109718,0,0,0,0.900332225913621,0,0.540453074433657,0.00323624595469256,0,0.303921568627451,0,0,0,0.941368078175896,0.0195439739413681,0,0,0.993730407523511,1,0,0.262820512820513,0.993464052287582,0,0.993630573248408,0.99016393442623,0,0,0,0,0,0,0,0.00619195046439629,0,0.970779220779221,0,0,0,0,0,0,0,0.993670886075949,0,0,0.221122112211221,0,0.00321543408360129,0,0,0,0.00630914826498423,1,0,0.0065359477124183,0,0,0.00649350649350649,0.996815286624204,0,0,0.00325732899022801,0,1,0,0,0,0,0,0.958466453674121,0,0,0.541935483870968,0,0,0,0.963696369636964,0.00664451827242525,0,0.966329966329966,0,0,0.960132890365448,1,1,0,0,0,0.00649350649350649,0,0.990322580645161,1,0.993355481727575,0.990384615384615,0,0.31023102310231,1,0.993610223642173,0.993421052631579,1,0,0,0,0.990506329113924,0.0033003300330033,0.993421052631579,0.00326797385620915,1,0,0,0.993127147766323,1,0.996632996632997,0,0,0.993243243243243,1,0.547297297297297,0,0,0.996655518394649,0.218241042345277,0.025974025974026,0.966887417218543,0.957377049180328,0,0,0,0,0,0,0.20983606557377,0.956228956228956,0.996815286624204,0.0707692307692308,0.954098360655738,0.996677740863787,0.976973684210526,0,0,0.935483870967742,0,0,0,0.993569131832797,0.95583596214511,0.00325732899022801,0.993220338983051,0.996763754045307,0,0,0,0
"2",0,1,0,0,0.993808049535604,0.00641025641025641,0,0.00317460317460317,0.0347003154574132,1,0.993710691823899,1,1,1,0.796116504854369,1,0.212121212121212,1,1,1,0.0191693290734824,0.00673400673400673,0,0,0.996835443037975,0,0.993630573248408,0.996805111821086,0.0159744408945687,0.0514469453376206,0.787301587301587,0.993610223642173,0.00318471337579618,0,0,0.00323624595469256,0,0,0.996884735202492,0,0,0.0066006600660066,0.0189274447949527,0.996794871794872,0.0180722891566265,0.993788819875776,0.975077881619938,0.343333333333333,0,0.69811320754717,0.00314465408805031,1,0.971608832807571,0.0298013245033113,1,0.969135802469136,0.00641025641025641,0.012012012012012,0,0.0351437699680511,1,0,0.00626959247648903,0.00309597523219814,0.996835443037975,0.00632911392405063,1,0,0,1,0,0.993548387096774,1,0,0,1,1,0,1,0,0.365930599369085,0.00306748466257669,0,0.554517133956386,0.0156739811912226,0.0411392405063291,1,1,0.409375,0.996894409937888,0.993788819875776,1,0.0384615384615385,0,1,0,1,0.993827160493827,0.0410094637223975,0,0,0.993710691823899,0.968652037617555,0.993399339933993,0,0.0294117647058824,0,0,0,0,0.996923076923077,0.383386581469649,0,0.00641025641025641,0,0,0.996932515337423,0.902439024390244,0.993788819875776,0.00943396226415094,0,0,0,0,1,0.0066006600660066,0,0,0,1,0.803858520900322,0,0,0.445901639344262,0.97444089456869,0.00598802395209581,0,0,0,0.0318471337579618,0.0408805031446541,0.97444089456869,0,0.996699669966997,0.0120845921450151,0.993506493506494,1,0,0.0380952380952381,0,0.882175226586103,0.0392156862745098,0,0,1,0.615894039735099,0.0578778135048231,0.0120845921450151,0.00323624595469256,0.572815533980582,0,0.0441640378548896,0.0031055900621118,0,0,0.953333333333333,0.0290322580645161,1,0.0128617363344051
"3",0.993548387096774,0,1,1,0.0062111801242236,0,0.110759493670886,0,0,0,0.00636942675159236,0,0,0,0,0,0.248484848484848,0,0,0,0.889967637540453,0,0.535031847133758,0,0.00315457413249211,0.24203821656051,0.00626959247648903,0.00319488817891374,0,0.958064516129032,0.0153374233128834,0.00638977635782748,0,1,1,0,0.209230769230769,1,0.0031055900621118,1,0.984472049689441,0,0,0.00313479623824451,0,0.0062111801242236,0,0,0,0,0.964968152866242,0,0,0,0,0,0,0,1,0,0,0.1875,0,0,0.00318471337579618,0,0,0,0.996710526315789,0,0,0.00655737704918033,0,0,1,0,0,0,0,0.993788819875776,0,0,0,0,0,0.959627329192547,0,0,0.503105590062112,0.00314465408805031,0.00625,0,0.971337579617834,0,0,0.961538461538462,0,0.00617283950617284,0.968152866242038,0.996815286624204,1,0.00632911392405063,0,0.00651465798045603,0,0,0.990445859872611,0.996884735202492,1,0.984177215189873,0.003125,0.251592356687898,0.993569131832797,0.990654205607477,1,0.993670886075949,0.00308641975308642,0,0.00615384615384615,0.987538940809969,0,1,0,0.993174061433447,0,0,1,1,1,0,0,1,0.99375,0.512987012987013,0,0,1,0.196875,0.025,0.971698113207547,0.96583850931677,0,0,0.00333333333333333,0,0.00630914826498423,0,0.156549520766773,0.967213114754098,1,0.0654761904761905,0.964169381107492,1,0.971428571428571,0,0,0.938906752411576,0,0,0,1,0.962264150943396,0,1,1,0,0,0,0
"4",0.993569131832797,0,1,1,0.00628930817610063,0,0.124610591900312,0,0,0,0.00628930817610063,0,0,0,0,0,0.255255255255255,0,0,0,0.898360655737705,0,0.541139240506329,0,0.00306748466257669,0.235668789808917,0.00623052959501558,0.00315457413249211,0,0.959501557632399,0.0152439024390244,0.00623052959501558,0,1,1,0,0.214953271028037,1,0.00306748466257669,1,0.984662576687117,0,0,0.003125,0,0.0060790273556231,0,0,0,0,0.959247648902821,0,0,0,0,0,0,0,1,0,0,0.191222570532915,0,0,0.003125,0,0,0,0.996710526315789,0,0,0.00645161290322581,0,0,1,0,0,0,0,0.993865030674847,0,0,0,0,0,0.962848297213622,0,0,0.504731861198738,0.00307692307692308,0.0060790273556231,0,0.968652037617555,0,0,0.955271565495208,0,0.0062111801242236,0.968454258675079,0.996815286624204,1,0.00626959247648903,0,0.00645161290322581,0,0,0.984567901234568,0.996969696969697,1,0.984848484848485,0.00303030303030303,0.25974025974026,0.993730407523511,0.987301587301587,1,0.993769470404984,0.00306748466257669,0,0.00619195046439629,0.984615384615385,0,1,0,0.993197278911565,0,0,1,1,1,0,0,1,0.993690851735016,0.506493506493506,0,0,1,0.189873417721519,0.0213414634146341,0.975232198142415,0.963414634146341,0,0,0.00336700336700337,0,0.00626959247648903,0,0.183279742765273,0.964856230031949,1,0.0589970501474926,0.964516129032258,1,0.968454258675079,0,0,0.943396226415094,0,0,0,1,0.957831325301205,0,1,1,0,0,0,0
"5",0,0.993808049535604,0.0062111801242236,0.00628930817610063,1,0,0,0,0.0309597523219814,0.994134897360704,1,1,0.993589743589744,0.993827160493827,0.776073619631902,0.993920972644377,0.192878338278932,0.996904024767802,0.993957703927492,0.993920972644377,0.0221518987341772,0.00327868852459016,0,0,1,0,1,1,0.0127388535031847,0.059190031152648,0.763239875389408,1,0,0.00598802395209581,0,0,0,0.00628930817610063,1,0.00617283950617284,0,0,0.0186335403726708,1,0.0149253731343284,1,0.960244648318043,0.333333333333333,0,0.688271604938272,0,0.996951219512195,0.963076923076923,0.0258064516129032,0.996825396825397,0.961077844311377,0,0.0060790273556231,0.00617283950617284,0.0339506172839506,0.993527508090615,0,0,0,1,0,0.993710691823899,0,0,0.993589743589744,0,1,0.993710691823899,0,0.00306748466257669,0.993846153846154,0.99375,0,0.993827160493827,0,0.328125,0,0,0.534954407294833,0.00952380952380952,0.0404984423676012,0.996825396825397,0.996941896024465,0.38006230529595,1,1,0.996884735202492,0.0443037974683544,0,1,0,0.990683229813665,1,0.0429447852760736,0,0,1,0.959501557632399,1,0,0.0257234726688103,0,0,0.00634920634920635,0,1,0.381703470031546,0,0.00307692307692308,0.00638977635782748,0,1,0.88622754491018,1,0.0062111801242236,0,0.00628930817610063,0,0,0.99388379204893,0,0.0065359477124183,0,0.00311526479750779,0.993670886075949,0.782334384858044,0.00636942675159236,0,0.416129032258065,0.964856230031949,0,0.00315457413249211,0,0,0.0368098159509202,0.036697247706422,0.959375,0,1,0.00600600600600601,1,0.993527508090615,0,0.0410094637223975,0.00302114803625378,0.877611940298507,0.0407523510971787,0.00311526479750779,0,1,0.579288025889968,0.065625,0.00900900900900901,0,0.54746835443038,0.00623052959501558,0.046875,0,0.00628930817610063,0.00307692307692308,0.951768488745981,0.0253968253968254,0.996865203761755,0.00634920634920635
"6",0,0.00641025641025641,0,0,0,1,0.865573770491803,1,0.971698113207547,0.00609756097560976,0,0,0.00655737704918033,0.00626959247648903,0.212218649517685,0.0065359477124183,0.504531722054381,0.0033003300330033,0.00638977635782748,0.00617283950617284,0.0649350649350649,0.996551724137931,0.442622950819672,0.996825396825397,0,0.736507936507937,0,0,0.986928104575163,0,0.217532467532468,0,1,0,0,1,0.771875,0,0,0,0.0126582278481013,1,0.984076433121019,0,0.984520123839009,0,0.0223642172523962,0.67741935483871,0.993920972644377,0.29903536977492,0.0347003154574132,0.00324675324675325,0.0189274447949527,0.980066445182724,0.00328947368421053,0.0254777070063694,1,0.993827160493827,0,0.968152866242038,0.00664451827242525,0.78594249201278,1,0.996875,0,1,0.00645161290322581,0.993788819875776,0,0.00634920634920635,0.993690851735016,0,0.00649350649350649,0.993527508090615,0,0.00628930817610063,0.00645161290322581,0.996825396825397,0.00634920634920635,0,0.666666666666667,1,1,0.441558441558442,0.990445859872611,0,0.00325732899022801,0.00314465408805031,0.0345911949685535,0,0,0.00323624595469256,0,0.993630573248408,0,0.0360655737704918,0.00628930817610063,0,0,0,0,0,0.0339506172839506,0,0.993710691823899,0.979933110367893,0.00961538461538462,0,0,0.00958466453674121,0,0.295081967213115,0,0,0,0,0,0.0990712074303406,0,0,0.996742671009772,0,0.996805111821086,0,0.00628930817610063,1,0,0,0,0.00666666666666667,0.201986754966887,0,0,0.0033112582781457,0.025974025974026,1,0,0.778135048231511,0.971428571428571,0,0,0.0258064516129032,1,0,0.993846153846154,0,0.00655737704918033,0.812297734627832,0,0,0.0338461538461538,0,0,0.0256410256410256,0,0.392739273927393,0,0.990683229813665,1,0.42258064516129,0,0,0.996753246753247,0,0,0.0366666666666667,0.976588628762542,0.0032258064516129,0.993355481727575
"7",0.12258064516129,0,0.110759493670886,0.124610591900312,0,0.865573770491803,1,0.877742946708464,0.845201238390093,0,0,0,0,0,0.189274447949527,0,0.640483383685801,0,0,0,0.226837060702875,0.864516129032258,0.5814696485623,0.873846153846154,0,0.860759493670886,0,0,0.865203761755486,0.082018927444795,0.202453987730061,0,0.863777089783282,0.134730538922156,0.125382262996942,0.869281045751634,0.906832298136646,0.124610591900312,0,0.126543209876543,0.148606811145511,0.855769230769231,0.864353312302839,0,0.8486646884273,0,0.0365853658536585,0.585760517799353,0.885542168674699,0.286153846153846,0.165109034267913,0,0.0396341463414634,0.858552631578947,0,0.0333333333333333,0.86833855799373,0.859281437125748,0.133540372670807,0.848765432098765,0,0.932307692307692,0.871794871794872,0.88,0,0.865443425076453,0,0.882530120481928,0.140983606557377,0,0.867692307692308,0,0,0.872274143302181,0.129230769230769,0,0,0.86833855799373,0,0.135384615384615,0.56441717791411,0.857988165680473,0.876160990712074,0.38109756097561,0.854430379746835,0.0823170731707317,0,0,0.169811320754717,0,0,0,0.0658307210031348,0.869426751592357,0,0.163987138263666,0,0,0.0679012345679012,0.147435897435897,0.118012422360248,0,0.04,0,0.875379939209726,0.841935483870968,0.146341463414634,0.121951219512195,0.0897435897435897,0.146417445482866,0,0.445901639344262,0.12012987012987,0.137071651090343,0.0849056603773585,0.141955835962145,0,0.0626865671641791,0,0.134969325153374,0.874608150470219,0.106918238993711,0.884498480243161,0.142384105960265,0,0.876582278481013,0.114285714285714,0.132492113564669,0.0974842767295598,0,0.173913043478261,0.13166144200627,0.112852664576803,0.131410256410256,0.0284810126582278,0.870090634441088,0.115264797507788,0.91358024691358,0.895384615384615,0.0773993808049536,0.0757575757575758,0.0341614906832298,0.874617737003058,0,0.866071428571429,0,0,0.958199356913183,0.065625,0.106382978723404,0.0868263473053892,0.0698412698412698,0.138888888888889,0.170886075949367,0,0.332247557003257,0.0683229813664596,0.870769230769231,0.867924528301887,0.348387096774194,0.117283950617284,0.0694006309148265,0.879256965944272,0.113207547169811,0.112852664576803,0.0429042904290429,0.853503184713376,0,0.869158878504673
"8",0,0.00317460317460317,0,0,0,1,0.877742946708464,1,0.981366459627329,0.00302114803625378,0,0,0.003125,0.00311526479750779,0.22884012539185,0.0032258064516129,0.513595166163142,0,0.00305810397553517,0.003003003003003,0.0846905537459283,0.996610169491525,0.438485804416404,1,0,0.7375,0,0,0.993846153846154,0,0.232919254658385,0,1,0,0,1,0.768292682926829,0,0,0,0.00619195046439629,1,0.990536277602524,0,0.990881458966565,0,0.0364741641337386,0.654088050314465,0.997041420118343,0.292168674698795,0.0250783699059561,0.00311526479750779,0.0372670807453416,0.980645161290323,0.00321543408360129,0.0432098765432099,1,0.996932515337423,0,0.978260869565217,0.00326797385620915,0.79874213836478,1,1,0,1,0.00317460317460317,0.996941896024465,0,0.0031055900621118,0.996875,0,0.00318471337579618,0.996825396825397,0,0.00308641975308642,0.00316455696202532,0.996865203761755,0.00311526479750779,0,0.635220125786163,1,1,0.43558282208589,0.996845425867508,0,0.00324675324675325,0.00307692307692308,0.0527950310559006,0,0,0,0,0.996732026143791,0,0.0287539936102236,0.00606060606060606,0,0,0,0,0,0.0337423312883436,0,0.996960486322188,0.983922829581994,0.00925925925925926,0,0,0.00949367088607595,0,0.307936507936508,0,0,0,0,0,0.101796407185629,0,0,1,0,0.996913580246914,0,0.00315457413249211,1,0,0,0,0.00320512820512821,0.180064308681672,0,0,0.00327868852459016,0.0286624203821656,1,0,0.792452830188679,0.972222222222222,0,0,0.035031847133758,1,0,0.997005988023952,0,0.00313479623824451,0.796178343949045,0,0,0.0474777448071217,0,0,0.0222929936305732,0,0.383870967741935,0,0.997032640949555,1,0.410828025477707,0,0,1,0,0,0.0512820512820513,0.987220447284345,0.003125,0.99685534591195
"9",0,0.0347003154574132,0,0,0.0309597523219814,0.971698113207547,0.845201238390093,0.981366459627329,1,0.0293255131964809,0.0184615384615385,0.021671826625387,0.0303030303030303,0.033434650455927,0.254658385093168,0.0307692307692308,0.469387755102041,0.028391167192429,0.024390243902439,0.0301204819277108,0.0658307210031348,0.977124183006536,0.419047619047619,0.966463414634146,0.0184615384615385,0.698757763975155,0.0248447204968944,0.0278637770897833,0.987538940809969,0,0.261398176291793,0.0279503105590062,0.996884735202492,0,0,0.980769230769231,0.737160120845921,0,0.0272727272727273,0,0,0.974522292993631,0.990625,0.0274390243902439,0.990936555891239,0.0239520958083832,0.0757575757575758,0.672955974842767,0.967261904761905,0.323170731707317,0.0150602409638554,0.0182370820668693,0.0710059171597633,1,0.0318471337579618,0.0720720720720721,0.97196261682243,0.981981981981982,0,1,0.0345911949685535,0.754658385093168,0.974522292993631,0.972307692307692,0.025,0.969230769230769,0.0249221183800623,0.967741935483871,0,0.0309597523219814,0.96319018404908,0.0290322580645161,0.0278637770897833,0.962732919254658,0,0.0368098159509202,0.0308641975308642,0.975460122699387,0.0243161094224924,0,0.657407407407407,0.972644376899696,0.978978978978979,0.429850746268657,0.978056426332288,0,0.0335365853658537,0.0276073619631902,0.0606060606060606,0.0298507462686567,0.03003003003003,0.0313479623824451,0,0.962264150943396,0.0280373831775701,0.0125,0.0339506172839506,0.0269461077844311,0,0,0,0.0275229357798165,0.0792682926829268,0.0252365930599369,0.966257668711656,1,0.00303030303030303,0,0,0,0.0306748466257669,0.286604361370716,0,0.00305810397553517,0,0,0.0174927113702624,0.1513353115727,0.0244648318042813,0.00598802395209581,0.967845659163987,0,0.970059880239521,0,0.0213414634146341,0.983766233766234,0,0,0,0.03125,0.223270440251572,0,0,0.0191693290734824,0.0683229813664596,0.982142857142857,0,0.75609756097561,0.945288753799392,0,0,0.071875,0.975757575757576,0.0224358974358974,0.982300884955752,0.0158227848101266,0.0345911949685535,0.775316455696203,0,0,0.0830945558739255,0,0,0.00923076923076923,0.028391167192429,0.394822006472492,0,0.982195845697329,0.996875,0.4185303514377,0,0,0.971875,0,0,0.0909090909090909,0.987616099071207,0.0306748466257669,0.975155279503106
"10",0,1,0,0,0.994134897360704,0.00609756097560976,0,0.00302114803625378,0.0293255131964809,1,0.993957703927492,1,1,1,0.80421686746988,1,0.225714285714286,1,1,1,0.0151975683890578,0.00634920634920635,0,0,0.997005988023952,0,0.994047619047619,0.996978851963746,0.00920245398773006,0.0487804878048781,0.780415430267062,0.993993993993994,0.00302114803625378,0,0,0.00315457413249211,0,0,0.997067448680352,0,0,0.00623052959501558,0.0152439024390244,0.997005988023952,0.0116279069767442,0.994100294985251,0.962099125364432,0.366459627329193,0,0.720116618075802,0,1,0.961876832844575,0.03125,1,0.964809384164223,0.00597014925373134,0.0115942028985507,0,0.03003003003003,1,0,0.00609756097560976,0.00292397660818713,0.996951219512195,0.00593471810089021,1,0,0,1,0,0.993808049535604,1,0,0,1,1,0,1,0,0.375,0.00292397660818713,0,0.590504451038576,0.0120845921450151,0.0389221556886228,1,1,0.436363636363636,0.997041420118343,0.994100294985251,1,0.0337423312883436,0,1,0,0.997005988023952,0.994047619047619,0.0371517027863777,0,0,0.994082840236686,0.964285714285714,0.99388379204893,0,0.0249221183800623,0,0,0,0,0.997032640949555,0.415384615384615,0,0,0,0,0.997093023255814,0.895184135977337,0.994117647058824,0.0029585798816568,0,0,0,0,1,0.00617283950617284,0,0,0,1,0.793846153846154,0,0,0.464396284829721,0.972560975609756,0.00574712643678161,0,0,0,0.0333333333333333,0.0359281437125748,0.966360856269113,0,0.99685534591195,0.00867052023121387,0.993865030674847,1,0,0.0371517027863777,0,0.887005649717514,0.0398773006134969,0,0,1,0.626543209876543,0.0581039755351682,0.00869565217391304,0.00303951367781155,0.613293051359517,0,0.0389221556886228,0.00304878048780488,0,0,0.95625,0.021671826625387,1,0.00923076923076923
