"GSM1019138",1
"GSM1019139",1
"GSM1019140",1
"GSM1019141",1
"GSM1019142",1
"GSM1019143",2
"GSM1019144",2
"GSM1019145",2
"GSM1019146",2
"GSM1019147",1
"GSM1019148",1
"GSM1019149",1
"GSM1019150",1
"GSM1019151",1
"GSM1019152",2
"GSM1019153",1
"GSM1019154",2
"GSM1019155",1
"GSM1019156",1
"GSM1019157",1
"GSM1019158",2
"GSM1019159",2
"GSM1019160",2
"GSM1019161",2
"GSM1019162",1
"GSM1019163",2
"GSM1019164",1
"GSM1019165",1
"GSM1019166",2
"GSM1019167",1
"GSM1019169",2
"GSM1019171",1
"GSM1019172",2
"GSM1019174",1
"GSM1019176",1
"GSM1019177",2
"GSM1019179",2
"GSM1019180",1
"GSM1019181",1
"GSM1019183",1
"GSM1019184",2
"GSM1019187",2
"GSM1019189",2
"GSM1019190",1
"GSM1019191",2
"GSM1019192",1
"GSM1019193",1
"GSM1019194",2
"GSM1019195",2
"GSM1019196",2
"GSM1019197",2
"GSM1019198",1
"GSM1019199",1
"GSM1019200",2
"GSM1019202",1
"GSM1019203",1
"GSM1019206",2
"GSM1019207",2
"GSM1019209",1
"GSM1019210",2
"GSM1019211",1
"GSM1019215",2
"GSM1019216",2
"GSM1019217",2
"GSM1019218",1
"GSM1019219",2
"GSM1019220",1
"GSM1019221",2
"GSM1019222",1
"GSM1019223",1
"GSM1019224",2
"GSM1019225",1
"GSM1019226",1
"GSM1019227",2
"GSM1019229",1
"GSM1019230",1
"GSM1019231",1
"GSM1019233",2
"GSM1019234",1
"GSM1019235",1
"GSM1019236",2
"GSM1019238",2
"GSM1019239",2
"GSM1019240",2
"GSM1019241",2
"GSM1019242",1
"GSM1019243",1
"GSM1019244",1
"GSM1019245",2
"GSM1019246",1
"GSM1019247",1
"GSM1019248",1
"GSM1019249",1
"GSM1019250",2
"GSM1019251",1
"GSM1019252",2
"GSM1019253",1
"GSM1019254",1
"GSM1019255",1
"GSM1019256",1
"GSM1019257",1
"GSM1019258",1
"GSM1019259",1
"GSM1019260",1
"GSM1019261",2
"GSM1019262",2
"GSM1019263",1
"GSM1019264",1
"GSM1019265",1
"GSM1019266",2
"GSM1019267",1
"GSM1019268",2
"GSM1019269",1
"GSM1019270",1
"GSM1019271",1
"GSM1019272",1
"GSM1019273",1
"GSM1019274",2
"GSM1019275",1
"GSM1019276",1
"GSM1019277",2
"GSM1019278",1
"GSM1019279",2
"GSM1019280",1
"GSM1019281",1
"GSM1019282",2
"GSM1019283",1
"GSM1019284",1
"GSM1019285",1
"GSM1019286",1
"GSM1019287",2
"GSM1019288",1
"GSM1019289",1
"GSM1019290",1
"GSM1019291",1
"GSM1019292",2
"GSM1019293",1
"GSM1019294",2
"GSM1019296",2
"GSM1019297",1
"GSM1019298",1
"GSM1019299",1
"GSM1019300",2
"GSM1019301",1
"GSM1019303",2
"GSM1019304",1
"GSM1019306",1
"GSM1019307",2
"GSM1019308",1
"GSM1019309",1
"GSM1019310",1
"GSM1019311",1
"GSM1019312",1
"GSM1019316",2
"GSM1019317",1
"GSM1019318",2
"GSM1019319",1
"GSM1019320",2
"GSM1019322",2
"GSM1019323",2
"GSM1019324",1
"GSM1019325",1
"GSM1019327",2
"GSM1019328",1
"GSM1019329",1
"GSM1019330",1
"GSM1019331",2
"GSM1019332",1
"GSM1019333",2
