"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169"
"1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0219435736677116,0.393548387096774,0,1,0.0261437908496732,0,0.00318471337579618,1,0,0,0,0,0,0,0,0.628482972136223,0,1,0,0,0,0,0,0,0,0.0221518987341772,0,0,1,0,0,0,0,0,0.056782334384858,0.904109589041096,0,0.0065359477124183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00332225913621262,0,1,0,0,0,1,0,0,0,0,0.967532467532468,0,1,0.973856209150327,0,1,0,1,1,1,0,1,0,0,0,1,0.0198019801980198,0,0,1,0,0,0,0.0230263157894737,0,0,0,0,1,0.800675675675676,0,0,0,1,0.961038961038961,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0232558139534884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,1,0,0,1,0,0,0,0,0.536585365853659,1,0.456591639871383,0.584664536741214,0.354037267080745,0,0.0218068535825545,0,0.735015772870662,0.523809523809524,0.575384615384615,0,0,0,0,1,0,1,1,0,0,0.00317460317460317,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.00311526479750779,0,0,0.00314465408805031,0,0.471153846153846,0.00315457413249211,0,0.407894736842105,0.00308641975308642,0,0,0,0,0.289473684210526,0,0,0,1,0,0.382636655948553,0,0,0.561290322580645,0,1,0.440129449838188,0,0,0.353125,0.331189710610932,0,0.406349206349206,0,0,0,0,0,0,0,0.338658146964856,0.0707692307692308,0,1,1,0.512738853503185,0,0,0.46984126984127,0,0.0158227848101266,1,0,0,0,1,0.00313479623824451,1,0,0,0,0,0,0,0.575384615384615,0,0,0,0,0,1,0.00304878048780488,0.826086956521739,0,0,0,0,0,0.822429906542056,0,0,0,0,0.0681818181818182,0.00321543408360129,0,0,0,0.012779552715655,0,0,0,0,0,0,0.00319488817891374,0,1,0,1,0.235690235690236,0,0,0,0.00302114803625378,0,0,0,0.559210526315789,0.0033112582781457,0,0,0,0.00323624595469256,0,0,0,0,0,0.00333333333333333,0,0.839622641509434,0
"3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.975460122699387,0.605590062111801,0,0,0.97196261682243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974358974358974,0,0,0,0,0,0,0,0,0,0.0690789473684211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0249221183800623,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.974358974358974,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.97427652733119,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0
"4",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.978461538461538,0.584615384615385,0,0,0.974763406940063,0,0.996884735202492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978193146417445,0,0,0,0,0,0,0,0,0,0.0723684210526316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0242424242424242,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.980769230769231,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.977564102564103,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0
"5",0,1,0,0,1,0,0,0,0,0.516129032258065,1,0.395638629283489,0.55448717948718,0.320987654320988,0,0.0182370820668693,0,0.755417956656347,0.507552870090634,0.550151975683891,0,0,0,0,0.996913580246914,0,1,1,0,0,0.00311526479750779,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.00305810397553517,0,0,0.00308641975308642,0,0.435975609756098,0.00307692307692308,0,0.371428571428571,0.0029940119760479,0,0,0,0,0.258899676375405,0,0,0,1,0,0.345911949685535,0,0,0.53525641025641,0,1,0.39622641509434,0,0,0.326153846153846,0.3125,0,0.376543209876543,0,0,0,0,0,0,0,0.301587301587302,0.0581039755351682,0,1,1,0.485981308411215,0,0,0.44794952681388,0,0.015527950310559,1,0,0,0,1,0.00311526479750779,1,0,0,0,0,0,0,0.545454545454545,0,0,0,0,0,1,0.0029940119760479,0.782874617737003,0,0,0,0,0,0.785932721712538,0,0,0,0,0.060126582278481,0.00315457413249211,0,0,0,0.00958466453674121,0,0,0,0,0,0,0.003125,0,1,0,1,0.239482200647249,0,0,0,0.00298507462686567,0,0,0,0.549520766773163,0.00323624595469256,0,0,0,0.00316455696202532,0,0,0,0,0,0.00321543408360129,0,0.802507836990596,0
"6",0,0,0,0,0,1,0,1,0.459119496855346,0,0,0,0,0.00313479623824451,0.0321543408360129,0.0130718954248366,0,0,0,0,0,0.524137931034483,0,0.965079365079365,0,0,0,0,0.506535947712418,0,0.025974025974026,0,1,0,0,0.986754966887417,0,0,0,0,0,0.970684039087948,0.512738853503185,0,0.486068111455108,0,0.0223642172523962,0.251612903225806,0.370820668693009,0.022508038585209,0,0,0.0220820189274448,0.441860465116279,0,0.0222929936305732,0.984076433121019,0.91358024691358,0,0.449044585987261,0.00664451827242525,0,0.967320261437909,0.96875,0,0.984076433121019,0.0032258064516129,0.953416149068323,0,0,0.968454258675079,0,0,0.964401294498382,0,0.00314465408805031,0.0032258064516129,0.968253968253968,0,0,0.266025641025641,1,1,0.038961038961039,0.64968152866242,0,0.00325732899022801,0.0157232704402516,0,0,0,0,0,0.990445859872611,0.00328947368421053,0,0.0125786163522013,0,0,0,0,0,0.0246913580246914,0,0.0283018867924528,0.438127090301003,0,0,0,0,0,0,0,0,0,0,0,0.021671826625387,0,0,0.98371335504886,0,0.964856230031949,0,0,0.983660130718954,0,0,0,0.0133333333333333,0.0298013245033113,0,0,0,0.0227272727272727,0.950617283950617,0,0,0.0444444444444444,0,0,0.0225806451612903,1,0,0.670769230769231,0,0.00983606557377049,0,0,0,0.0246153846153846,0,0,0,0,0.0297029702970297,0,0.680124223602484,1,0.0290322580645161,0,0,0.967532467532468,0,0,0.0266666666666667,0.518394648829431,0,0.627906976744186
"7",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0179640718562874,0.394495412844037,0,1,0.0218068535825545,0,0.00308641975308642,1,0,0,0,0,0,0,0,0.63855421686747,0,1,0,0,0,0,0,0,0,0.0217391304347826,0,0,1,0,0,0,0,0,0.0451807228915663,0.927868852459016,0,0.00307692307692308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00318471337579618,0,1,0,0,0,1,0,0,0,0,0.972644376899696,0,1,0.972560975609756,0,1,0,1,1,1,0,1,0,0,0,1,0.0219435736677116,0,0,1,0,0,0,0.0157728706624606,0,0,0,0,1,0.823717948717949,0,0,0,1,0.956923076923077,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0216049382716049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,1,0,1,0.434782608695652,0,0,0,0,0.00311526479750779,0.0376175548589342,0.0161290322580645,0,0,0,0,0,0.501694915254237,0,0.962962962962963,0,0,0,0,0.470769230769231,0,0.0279503105590062,0,1,0,0,0.980132450331126,0,0,0,0,0,0.970873786407767,0.498422712933754,0,0.462006079027356,0,0.027355623100304,0.235849056603774,0.375739644970414,0.0240963855421687,0,0,0.0217391304347826,0.416129032258065,0,0.0216049382716049,0.984326018808777,0.926380368098159,0,0.437888198757764,0.00326797385620915,0,0.965299684542587,0.966565349544073,0,0.984472049689441,0.00317460317460317,0.941896024464832,0,0,0.96875,0,0,0.961904761904762,0,0.00308641975308642,0.00316455696202532,0.96551724137931,0,0,0.235849056603774,1,1,0.0429447852760736,0.662460567823344,0,0.00324675324675325,0.0215384615384615,0,0,0,0,0,0.986928104575163,0.00314465408805031,0,0.00909090909090909,0,0,0,0,0,0.0306748466257669,0,0.0212765957446809,0.401929260450161,0,0,0,0,0,0,0,0,0,0,0,0.029940119760479,0,0,0.980582524271845,0,0.962962962962963,0,0,0.984177215189873,0,0,0,0.016025641025641,0.0321543408360129,0,0,0,0.0254777070063694,0.961194029850746,0,0,0.037037037037037,0,0,0.0254777070063694,1,0,0.682634730538922,0,0.0156739811912226,0,0,0,0.0267062314540059,0,0,0,0,0.0290322580645161,0,0.676557863501484,1,0.0382165605095541,0,0,0.96551724137931,0,0,0.032051282051282,0.485623003194888,0,0.635220125786163
"9",0,0,0,0,0,0.459119496855346,0,0.434782608695652,1,0.0381231671554252,0,0.139318885448916,0.0151515151515152,0.237082066869301,0.611801242236025,0.566153846153846,0,0.00630914826498423,0.0487804878048781,0.0180722891566265,0,0.937908496732026,0,0.417682926829268,0,0,0,0,0.947040498442368,0,0.610942249240122,0,0.482866043613707,0,0,0.403846153846154,0,0,0,0,0,0.420382165605096,0.965625,0,0.966767371601209,0,0.593939393939394,0.830188679245283,0.163690476190476,0.61280487804878,0,0.133738601823708,0.597633136094675,1,0.165605095541401,0.582582582582583,0.470404984423676,0.537537537537538,0,0.987767584097859,0.349056603773585,0,0.39171974522293,0.406153846153846,0,0.467692307692308,0.202492211838006,0.416422287390029,0,0.0247678018575851,0.386503067484663,0,0.151702786377709,0.406832298136646,0,0.230061349693252,0.262345679012346,0.429447852760736,0.218844984802432,0,0.824074074074074,0.446808510638298,0.411411411411411,0.570149253731343,0.799373040752351,0,0.149390243902439,0.530674846625767,0,0,0,0.0438871473354232,0,0.39937106918239,0.0747663551401869,0,0.54320987654321,0,0,0,0,0,0.579268292682927,0,0.00920245398773006,1,0,0,0,0,0.0153374233128834,0,0,0,0,0,0,0.605341246290801,0.00305810397553517,0,0.440514469453376,0,0.416167664670659,0,0,0.402597402597403,0,0,0,0.484375,0.60377358490566,0,0,0.182108626198083,0.565217391304348,0.517857142857143,0,0,0.0060790273556231,0,0,0.5625,0.445454545454545,0,0.784660766961652,0,0.29874213836478,0,0,0,0.575931232091691,0,0,0,0.0126182965299685,0.588996763754045,0,0.792284866468843,0.396875,0.600638977635783,0,0,0.421875,0,0,0.590909090909091,0.953560371517028,0.00306748466257669,0.804347826086957
"10",0,0.536585365853659,0,0,0.516129032258065,0,0,0,0.0381231671554252,1,0.537764350453172,0.914201183431953,0.982035928143713,0.8125,0.430722891566265,0.483483483483483,0,0.820668693009118,0.988165680473373,0.96231884057971,0,0,0,0,0.532934131736527,0,0.526785714285714,0.51963746223565,0,0,0.439169139465875,0.525525525525526,0,0,0,0,0,0,0.55425219941349,0,0,0,0.0152439024390244,0.544910179640719,0.0174418604651163,0.542772861356932,0.451895043731778,0.22360248447205,0,0.419825072886297,0,0.908284023668639,0.428152492668622,0.034375,0.876506024096386,0.454545454545455,0,0,0,0.03003003003003,0.717391304347826,0,0,0,0.524390243902439,0,0.859756097560976,0,0,0.97289156626506,0,0.532507739938081,0.906906906906907,0,0,0.823529411764706,0.8,0,0.832844574780059,0,0.232142857142857,0,0,0.439169139465875,0,0,0.893491124260355,0.508720930232558,0,0.538461538461538,0.548672566371681,0.984894259818731,0,0,0.969512195121951,0,0.494011976047904,0.538690476190476,0,0,0,0.538461538461538,0.455357142857143,0.53822629969419,0,0.0218068535825545,0,0,0,0,0.976261127596439,0,0,0,0,0,0.529069767441861,0.441926345609065,0.717647058823529,0,0,0,0,0,0.727544910179641,0,0,0,0,0.566153846153846,0.412307692307692,0,0,0,0.472560975609756,0,0,0,0,0,0,0.474006116207951,0,0.512578616352201,0,0.533742331288344,0.717460317460317,0,0,0,0.463276836158192,0,0,0,0.978125,0.453703703703704,0,0,0,0.441087613293051,0,0,0,0,0,0.45625,0,0.684848484848485,0
