"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126"
"1",1,0.00333333333333333,0.88961038961039,0,0,0,0,0,0.00626959247648903,0,0,0,0,0,0,0,0.997041420118343,0.0033003300330033,0,0,0,0.00326797385620915,0,0,0.996677740863787,0.996894409937888,0.990196078431373,0.00323624595469256,0,0,0.00638977635782748,0,0,0,0,0,0,0.00323624595469256,0.0373831775700935,0,0,0,0.00649350649350649,0,0,0.00314465408805031,0,0.993730407523511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317460317460317,0.00645161290322581,0.0033112582781457,0,0,0,0.01875,0,0,0,0,0.00307692307692308,0,1,0.996894409937888,0,0,0.00625,0.996644295302013,0,0,0,0,0.996732026143791,0.00677966101694915,0.003125,0,0.00647249190938511,0,0,0,0,0,0,0,1,0,0.00306748466257669,0,0,0.996884735202492,0.993730407523511,1,0.00318471337579618,0.0288461538461538,0,0,0,0,0,0,0,0.0062111801242236,0,0,0.00316455696202532,0.0031055900621118,0.015527950310559,0,0,1,0.699367088607595,1
"2",0.00333333333333333,1,0.107744107744108,0,0.705128205128205,0,0,0,0.983870967741935,0.694805194805195,0.983050847457627,0,0,0.903654485049834,0.727848101265823,0,0.00309597523219814,1,0,0,0,0.993243243243243,0,0,0.00326797385620915,0,0.0402684563758389,0.983766233766234,0,0,0.996710526315789,0,0,0.594249201277955,0,0,0,0.98671096345515,0.923076923076923,0,0,0,0.986531986531986,0,0,0.987460815047022,0,0.00666666666666667,0,0.993464052287582,0,0,0,0.702970297029703,0,0,0,0.983606557377049,0,0,0.893687707641196,0,0,0.986531986531986,0.983660130718954,0.986622073578595,0,0,0,0.967213114754098,0,0,0,0,0.980392156862745,0,0,0,0.664516129032258,0,0.986798679867987,0.00350877192982456,0,0,0.581939799331104,0,0.0033112582781457,0.982578397212544,0.980456026058632,0,0.993355481727575,0,0,0,0,0,0,0,0,0,0.993464052287582,0,0,0.0032258064516129,0.00325732899022801,0.00315457413249211,0.986622073578595,0.962025316455696,0,0,0.533123028391167,0.714754098360656,0.00649350649350649,0,0,0.987138263665595,0,0,0.996742671009772,1,0.970394736842105,0,0,0.00323624595469256,0.343333333333333,0.00320512820512821
"3",0.88961038961039,0.107744107744108,1,0,0.00319488817891374,0,0,0,0.117647058823529,0.00647249190938511,0.101694915254237,0,0,0.0228013029315961,0.00309597523219814,0,0.892966360856269,0.106312292358804,0,0,0,0.127868852459016,0,0,0.881578947368421,0.873817034700315,0.930232558139535,0.116129032258065,0,0,0.0964630225080386,0,0,0,0,0,0,0.0960264900662252,0.0977198697068404,0,0,0,0.122033898305085,0,0,0.106451612903226,0,0.897350993377483,0,0.0293159609120521,0,0,0,0.0065359477124183,0,0,0,0.112540192926045,0,0,0.0100334448160535,0,0,0.142394822006472,0.123333333333333,0.0960264900662252,0,0,0,0.117834394904459,0,0,0,0,0.120634920634921,0,0.90032154340836,0.884012539184953,0,0,0.118971061093248,0.89041095890411,0,0,0,0,0.878980891719745,0.113013698630137,0.133116883116883,0,0.11371237458194,0,0,0,0,0,0,0,0.887043189368771,0,0.114649681528662,0,0,0.885350318471338,0.893548387096774,0.880733944954128,0.111111111111111,0.138364779874214,0,0,0,0,0,0,0,0.120634920634921,0,0,0.122186495176849,0.0926517571884984,0.117834394904459,0,0,0.883495145631068,0.789473684210526,0.884488448844885
"4",0,0,0,1,0,0.434782608695652,0.839622641509434,0.00335570469798658,0,0,0,0.96474358974359,0.5,0,0,0.382165605095541,0,0,0.454258675078864,0.483870967741935,0,0,0.00319488817891374,0.621875,0,0,0,0,0,0.543046357615894,0,0.969594594594595,0.00318471337579618,0,0.514469453376206,0.969491525423729,1,0,0,0,0.462025316455696,0,0,0.110749185667752,0,0,0.416129032258065,0,0.404605263157895,0,0.841269841269841,0.518151815181518,0.973509933774834,0,0.838815789473684,0.0616438356164384,0.545454545454545,0,0.919191919191919,0.478964401294498,0,0.423728813559322,0.411960132890365,0,0,0,0,0.491749174917492,0.99344262295082,0,0,0.347540983606557,0.942122186495177,0,0,0.61038961038961,0,0,0,0,0,0,0.963455149501661,0,0.0068259385665529,0,0,0,0,0,0,0.761437908496732,0.528239202657807,0.621160409556314,0.0033112582781457,0.872131147540984,0.477272727272727,0,0,0.6875,0,0.965625,0.418300653594771,0,0,0,0,0,0.414556962025316,0.462962962962963,0.00314465408805031,0,0,0,0,0,0.0033112582781457,0,0,0,0,0.74203821656051,0.00319488817891374,0,0,0
"5",0,0.705128205128205,0.00319488817891374,0,1,0,0,0,0.707165109034268,1,0.707395498392283,0,0,0.812698412698413,0.996960486322188,0,0,0.699346405228758,0,0,0.00668896321070234,0.696774193548387,0,0,0,0,0,0.709779179810726,0.0524590163934426,0,0.71875,0,0,0.924012158054711,0,0,0,0.690553745928339,0.681114551083591,0.060126582278481,0,0,0.686708860759494,0,0.169381107491857,0.681957186544342,0,0,0,0.73374613003096,0,0,0,1,0,0,0,0.703363914373089,0,0,0.805194805194805,0,0,0.685714285714286,0.719626168224299,0.6996699669967,0.0125391849529781,0,0,0.692307692307692,0,0,0.0276073619631902,0,0.68125,0,0,0,0.987577639751553,0,0.710691823899371,0,0,0,0.905844155844156,0.30503144654088,0,0.67687074829932,0.697819314641745,0,0.678456591639871,0,0,0,0,0,0,0,0,0,0.693498452012384,0,0,0,0,0,0.686900958466454,0.692307692307692,0,0,0.845454545454545,0.993846153846154,0.289230769230769,0.0451612903225806,0.178343949044586,0.694444444444444,0,0.0694006309148265,0.708860759493671,0.719626168224299,0.686708860759494,0.0681114551083591,0,0,0.161904761904762,0
"6",0,0,0,0.434782608695652,0,1,0.288888888888889,0,0,0,0,0.428115015974441,0.925081433224756,0,0,1,0,0,0.977564102564103,0,0.0536912751677852,0,0,0.0993788819875776,0,0,0,0,0.00332225913621262,0.0974025974025974,0,0.401294498381877,0,0.0123456790123457,0.934169278996865,0.433774834437086,0.544303797468354,0,0,0.24203821656051,0,0,0,0,0,0,1,0,1,0,0.316455696202532,0,0.455445544554455,0,0.309148264984227,0,0.927899686520376,0,0.544554455445545,0,0,1,1,0,0,0,0.0445859872611465,0.941935483870968,0.458333333333333,0,0,0.009375,0.478688524590164,0,0,0.0849056603773585,0,0,0.00619195046439629,0,0,0,0.388535031847134,0,0.0721311475409836,0.00632911392405063,0,0,0,0,0,0.201298701298701,0.924528301886792,0.0811688311688312,0,0.322475570032573,0.980456026058632,0,0,0.16504854368932,0,0.419047619047619,1,0,0,0,0,0,1,0.978395061728395,0.10625,0.00940438871473354,0.003125,0.00318471337579618,0,0,0,0,0,0,0,0.61128526645768,0,0,0,0
"7",0,0,0,0.839622641509434,0,0.288888888888889,1,0.12540192926045,0,0,0,0.88125,0.347266881028939,0,0,0.246056782334385,0,0,0.3125,0.656346749226006,0,0,0.139318885448916,0.783536585365854,0,0,0,0,0,0.737179487179487,0,0.897106109324759,0.0613496932515337,0,0.348484848484849,0.866013071895425,0.832797427652733,0,0,0,0.63719512195122,0,0,0.245283018867925,0,0,0.278125,0,0.268987341772152,0,0.996941896024465,0.657051282051282,0.867741935483871,0,0.761146496815287,0.0524590163934426,0.378125,0,0.751633986928105,0.506289308176101,0,0.279365079365079,0.250814332247557,0,0,0,0,0.335423197492163,0.847133757961783,0,0.00623052959501558,0.320754716981132,0.775700934579439,0,0,0.770440251572327,0,0,0,0,0,0,0.881410256410256,0.00317460317460317,0,0,0,0,0,0.0062111801242236,0,0.70125786163522,0.362776025236593,0.805825242718447,0.00952380952380952,0.807570977917981,0.302839116719243,0.00623052959501558,0,0.847402597402597,0,0.890625,0.273584905660377,0,0,0,0,0,0.305135951661631,0.296407185628743,0,0,0,0,0,0,0.00967741935483871,0,0,0,0,0.56875,0.0060790273556231,0,0,0
"8",0,0,0,0.00335570469798658,0,0,0.12540192926045,1,0,0,0,0.00320512820512821,0,0,0,0,0,0,0,0.490322580645161,0,0,1,0.29746835443038,0,0,0,0,0,0.459016393442623,0,0.0101694915254237,0.946708463949843,0,0,0,0,0,0,0,0.473015873015873,0.842443729903537,0,0.765472312703583,0,0,0,0,0,0,0.113564668769716,0.304487179487179,0,0,0.00332225913621262,0.692567567567568,0,0,0,0.263513513513513,0,0,0,0,0,0,0,0,0,0,0.89776357827476,0.4375,0,0.805194805194805,0,0.319354838709677,0,0,0,0.834437086092715,0,0,0.00983606557377049,0.781758957654723,0,0,0,0,0,0.89171974522293,0,0.115131578947368,0,0.333333333333333,0.91,0.0465116279069767,0,0.894904458598726,0,0.140468227424749,0,0.00952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895424836601307,0,0,0,0,0,0.916149068322981,0,0,0
"9",0.00626959247648903,0.983870967741935,0.117647058823529,0,0.707165109034268,0,0,0,1,0.703125,1,0,0,0.899053627760252,0.733532934131736,0,0.00290697674418605,0.983552631578947,0,0,0,0.993650793650794,0,0,0.00315457413249211,0,0.0384615384615385,1,0,0,0.9875,0,0,0.61631419939577,0,0,0,1,0.947852760736196,0,0,0,1,0,0,0.996932515337423,0,0.012779552715655,0,0.996865203761755,0,0,0,0.721362229102167,0,0,0,1,0,0,0.892063492063492,0,0,1,1,0.996763754045307,0,0,0,0.987421383647799,0,0,0,0,0.996835443037975,0,0,0,0.680722891566265,0,1,0.00327868852459016,0,0,0.587301587301587,0,0.00317460317460317,1,1,0,0.996763754045307,0,0,0,0,0,0,0,0,0,0.981762917933131,0,0,0.00304878048780488,0.00617283950617284,0.00304878048780488,1,0.978593272171254,0,0,0.513595166163142,0.720125786163522,0,0,0,1,0,0,0.990536277602524,0.987616099071207,0.990506329113924,0,0,0.00315457413249211,0.352201257861635,0.00304878048780488
"10",0,0.694805194805195,0.00647249190938511,0,1,0,0,0,0.703125,1,0.699029126213592,0,0,0.810457516339869,1,0,0,0.695081967213115,0,0,0.00647249190938511,0.691318327974277,0,0,0,0,0,0.70846394984326,0.0550161812297735,0,0.717391304347826,0,0,0.924242424242424,0,0,0,0.694006309148265,0.685534591194969,0.0537974683544304,0,0,0.705501618122977,0,0.17515923566879,0.687116564417178,0,0,0,0.729230769230769,0,0,0,1,0,0,0,0.697247706422018,0,0,0.807073954983923,0,0,0.697530864197531,0.702875399361022,0.702265372168285,0.012779552715655,0,0,0.699386503067485,0,0,0.0283018867924528,0,0.682692307692308,0,0,0,0.984756097560976,0,0.704761904761905,0,0,0,0.886731391585761,0.310344827586207,0,0.681208053691275,0.698757763975155,0,0.684713375796178,0,0,0,0,0,0,0,0,0,0.691358024691358,0,0,0,0,0,0.695652173913043,0.692307692307692,0,0,0.835365853658537,0.993670886075949,0.303125,0.0477707006369427,0.180645161290323,0.68693009118541,0,0.0716612377850163,0.69620253164557,0.706624605678233,0.688888888888889,0.0683229813664596,0,0,0.185667752442997,0
