"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226"
"1",1,0,0.0473186119873817,0.237654320987654,0.164086687306502,0,0.0411392405063291,0,0.178461538461538,0,0.133333333333333,0,0,0.968152866242038,0.520766773162939,0,0.22258064516129,0,0.969135802469136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804347826086957,0,0,0,0,0.0121212121212121,0,0,0,0.154320987654321,0,0,0,0,0,0,0,0,0,0.272151898734177,0,0,0,0,0,0.193548387096774,0,0,0.245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793413173652695,0,0,0,0,0,0,0,0,0,0,0,0,0.226537216828479,0,0,0.0122699386503067,0,0,0,0,0.0157232704402516,0,0,0.0294117647058824,0,0.00641025641025641,0,0,0,0.146964856230032,0,0,0,0,0.162939297124601,0.970394736842105,0,0,0,0.217948717948718,0,0,0.250836120401338,0,0,0,0,0,0,0,0,0,0.483766233766234,0,0,0,0,0.0154798761609907,0,0,0,0,0,0,0,0,0,0.805194805194805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972560975609756,0.0872274143302181,0,0,0,0,0,0,0,0,0,0.951456310679612,0,0,0,0.11875,0,0.437299035369775,0.0194174757281553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278481012658228,0.245733788395904,0,0,0.277777777777778,0,0.0124610591900312,0,0,0.1671826625387,0,0,0,0,0.329192546583851,0,0,0.136507936507936,0,0,0,0.53125,0,0,0.00306748466257669,0,0,0
"2",0,1,0.0973154362416107,0,0,0,0,0.107491856677524,0,0,0,0,0.173611111111111,0,0,0.655737704918033,0,0.104918032786885,0,0,0.587458745874587,0.0533333333333333,0,0.67398119122257,0.780487804878049,0.761904761904762,0,0,0.337792642140468,0,0,0.459119496855346,0,0,0.146103896103896,0.730519480519481,0,0,0,0.0858085808580858,0,0.794019933554817,0,0,0.327974276527331,0.383606557377049,0.0032258064516129,0.347368421052632,0,0,0,0.824675324675325,0,0.678688524590164,0.042483660130719,0,0,0.751612903225806,0,0.0244648318042813,0,0,0,0.135761589403974,0,0,0.0227272727272727,0,0.0655172413793104,0.0975609756097561,0.127868852459016,0,0,0,0.332247557003257,0,0,0,0,0.687707641196013,0,0,0.169329073482428,0.0690789473684211,0.045016077170418,0,0.663430420711974,0.531645569620253,0,0,0.107023411371237,0,0,0,0,0,0,0.63758389261745,0,0,0.413114754098361,0,0.0594059405940594,0,0,0,0,0,0.39937106918239,0,0,0,0.654605263157895,0,0,0,0,0,0,0,0.340983606557377,0.722222222222222,0,0.069620253164557,0,0,0.187919463087248,0,0,0,0,0,0.0487012987012987,0,0,0.96039603960396,0,0,0.0507936507936508,0,0.727848101265823,0.0227272727272727,0.0833333333333333,0,0.0655737704918033,0,0,0,0.133116883116883,0.0198019801980198,0.336769759450172,0.058252427184466,0.710963455149502,0,0,0,0.124183006535948,0,0,0.0065359477124183,0,0.0192926045016077,0.208754208754209,0.065359477124183,0,0,0.439739413680782,0.779874213836478,0,0,0,0,0,0.68,0,0.158415841584158,0.140983606557377,0.00983606557377049,0,0.694805194805195,0,0,0.276190476190476,0,0.293929712460064,0,0.124600638977636,0.419141914191419,0,0.408637873754153,0.0921052631578947,0,0.144781144781145,0.0709677419354839,0.00977198697068404,0.0495049504950495,0.757377049180328,0,0,0,0.0764331210191083,0,0,0.694533762057878,0,0.298412698412698,0,0,0,0,0,0,0,0.363333333333333,0,0,0,0.155115511551155,0,0,0.274760383386581,0,0,0.0575079872204473,0.389067524115756,0
"3",0.0473186119873817,0.0973154362416107,1,0.732704402515723,0.8125,0,0.794212218649518,0.09375,0.708588957055215,0,0.828478964401295,0,0.112540192926045,0.0353697749196141,0.340764331210191,0,0.749163879598662,0,0.0523076923076923,0,0,0,0,0,0.0334448160535117,0.0977198697068404,0,0,0.00638977635782748,0,0,0.0849056603773585,0,0.132075471698113,0.0125786163522013,0,0,0,0.786377708978328,0.102564102564103,0,0.0353697749196141,0.763406940063092,0,0.0126182965299685,0.0433333333333333,0.663522012578616,0.15358361774744,0,0,0,0.0384615384615385,0.71474358974359,0.00321543408360129,0,0,0,0,0.009375,0,0,0.541935483870968,0,0.0751633986928105,0,0,0,0,0,0,0.054140127388535,0,0,0,0.0984126984126984,0.0383480825958702,0,0,0,0,0,0,0,0.0649350649350649,0.0159235668789809,0,0.00327868852459016,0.0903426791277259,0.743506493506494,0,0,0.765625,0.691588785046729,0,0,0,0.759615384615385,0,0,0.845394736842105,0.104430379746835,0,0.260450160771704,0,0,0.00967741935483871,0,0,0.0841121495327103,0,0.763157894736842,0.0326797385620915,0,0,0,0.772727272727273,0,0,0.0931034482758621,0,0.154838709677419,0.0152439024390244,0,0.5125,0,0,0,0,0.332258064516129,0,0,0,0.0032258064516129,0.761006289308176,0,0.0855263157894737,0,0,0.035031847133758,0,0.0387096774193548,0,0.00641025641025641,0.161716171617162,0.0257234726688103,0,0,0,0.00638977635782748,0,0.107744107744108,0.105095541401274,0,0,0,0,0.0751633986928105,0.0611620795107034,0.682389937106918,0.681388012618297,0,0,0.0836012861736334,0.0164473684210526,0,0,0.101910828025478,0.0429447852760736,0.0396039603960396,0,0,0,0.816455696202532,0,0.37012987012987,0.801980198019802,0,0,0,0.00326797385620915,0,0,0.135802469135802,0,0,0,0.00615384615384615,0.143322475570033,0,0.155844155844156,0,0,0.136666666666667,0.0253164556962025,0,0.32013201320132,0,0,0.423566878980892,0.155629139072848,0.0846394984326019,0.780254777070064,0.457142857142857,0.00305810397553517,0.732704402515723,0,0,0,0,0,0,0,0.437299035369775,0,0,0.693290734824281,0,0.14,0,0.423566878980892,0.0897832817337461,0,0.652173913043478,0.00320512820512821,0,0
"4",0.237654320987654,0,0.732704402515723,1,0.941896024464832,0,0.781155015197568,0,0.801775147928994,0,0.891891891891892,0,0,0.234920634920635,0.524691358024691,0,0.952978056426332,0,0.246200607902736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363914373088685,0,0,0,0,0.599406528189911,0.00920245398773006,0,0,0.88855421686747,0,0,0,0.661585365853659,0,0,0,0,0,1,0,0,0,0,0,0.0481927710843374,0,0,0.489028213166144,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0.229651162790698,0,0,0,0,0,0,0,0,0.00602409638554217,0,0,0,0.946372239747634,0,0,0.683734939759036,0.619047619047619,0,0,0,0.696969696969697,0,0,0.905956112852665,0,0,0.144171779141104,0,0,0.0276073619631902,0,0,0,0,0.887147335423197,0.238853503184713,0,0,0,0.951070336391437,0,0,0.104575163398693,0,0,0,0,0.466257668711656,0,0,0,0,0.470588235294118,0,0,0,0,0.700296735905044,0,0,0,0,0,0,0,0,0,0.390625,0,0,0,0,0,0,0,0.0212765957446809,0,0,0,0,0,0.273255813953488,0.685800604229607,0.583850931677019,0,0,0.003125,0,0,0,0,0,0.238244514106583,0,0,0,0.830815709969788,0,0.425465838509317,0.522151898734177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028391167192429,0,0,0.151702786377709,0,0,0.394495412844037,0.0816993464052288,0,0.727272727272727,0.433628318584071,0,0.647239263803681,0,0,0.0181268882175227,0,0,0,0,0.460122699386503,0,0,0.795731707317073,0,0.0749185667752443,0,0.580246913580247,0,0,0.582089552238806,0,0,0
"5",0.164086687306502,0,0.8125,0.941896024464832,1,0,0.84375,0.00306748466257669,0.804804804804805,0,0.959876543209877,0,0.00636942675159236,0.153125,0.5,0,0.964516129032258,0,0.16566265060241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283950617283951,0,0,0,0,0.674772036474164,0.0529595015576324,0,0,0.951807228915663,0,0,0,0.70440251572327,0,0,0,0,0,0.950310559006211,0,0,0,0,0,0.0373831775700935,0,0,0.537974683544304,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0.140804597701149,0,0,0,0,0,0,0,0,0.012012012012012,0,0,0,0.958860759493671,0,0,0.753012048192771,0.680722891566265,0,0,0,0.766355140186916,0,0,0.940251572327044,0,0,0.170807453416149,0,0,0.025,0,0,0,0,0.940438871473354,0.16504854368932,0,0,0,0.953703703703704,0,0,0.116129032258065,0,0,0,0,0.515337423312883,0,0,0,0,0.44794952681388,0,0,0,0,0.779141104294479,0,0,0,0,0,0,0,0,0.00307692307692308,0.336507936507937,0,0,0,0,0,0,0,0.05625,0,0,0,0,0.0154320987654321,0.181008902077151,0.735562310030395,0.613003095975232,0,0,0.00308641975308642,0,0,0,0,0,0.152866242038217,0,0,0,0.91304347826087,0,0.407523510971787,0.611650485436893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514469453376206,0,0,0.200626959247649,0,0,0.434250764525994,0.0918032786885246,0.0306748466257669,0.781155015197568,0.467065868263473,0,0.72,0,0,0.0120481927710843,0,0,0,0,0.472222222222222,0,0,0.839622641509434,0,0.0789473684210526,0,0.577981651376147,0,0,0.63963963963964,0,0,0
"6",0,0,0,0,0,1,0,0,0,0.752321981424149,0,0.948717948717949,0,0,0,0,0,0,0,0.0402476780185759,0,0,0.986842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121794871794872,0,0,0,0,0,0.840909090909091,0,0,0,0,0,0,0.977124183006536,0,0.156862745098039,0,0,0,0,0,0,0.141509433962264,0,0,0,0,0.844660194174757,0.845901639344262,0.830065359477124,0,0.849358974358974,0,0,0,0,0.122112211221122,0,0,0,0,0,0,0,0.846645367412141,0,0.0189274447949527,0,0,0.977848101265823,0,0,0.327814569536424,0,0.97411003236246,0,0,0,0,0,0,0,0,0,0,0.0279503105590062,0,0,0,0,0.833333333333333,0,0,0,0,0.864516129032258,0,0,0.155115511551155,0,0,0.860927152317881,0,0,0,0,0,0,0.0153374233128834,0,0.019672131147541,0,0,0,0,0,0.835443037974684,0.874172185430464,0.836601307189543,0,0,0,0,0,0.839009287925697,0.0166112956810631,0.966257668711656,0,0,0,0,0,0,0,0,0.171140939597315,0,0,0,0,0,0.840255591054313,0,0,0,0,0,0,0,0,0,0.837060702875399,0,0,0.00664451827242525,0,0.369281045751634,0,0,0.977848101265823,0,0,0.859016393442623,0,0,0,0,0,0.976897689768977,0,0,0,0,0,0,0,0,0,0,0,0.937106918238994,0.940397350993378,0.818770226537217,0,0,0,0,0.00983606557377049,0,0.977272727272727,0,0,0,0,0,0,0
"7",0.0411392405063291,0,0.794212218649518,0.781155015197568,0.84375,0,1,0.194444444444444,0.651515151515151,0,0.894736842105263,0,0.19016393442623,0.0286624203821656,0.341772151898734,0,0.799363057324841,0,0.0368098159509202,0,0,0,0,0,0,0.00320512820512821,0,0,0.0158730158730159,0,0,0.018348623853211,0,0.123028391167192,0,0,0,0,0.833836858006042,0.10625,0,0,0.797546012269939,0,0.0153374233128834,0.019047619047619,0.885802469135803,0.0629139072847682,0,0,0,0,0.775,0,0,0,0,0,0.00928792569659443,0,0,0.584375,0,0.19620253164557,0,0,0,0,0,0,0,0,0,0,0.0337423312883436,0.0385756676557863,0,0,0,0,0,0,0,0.00946372239747634,0.009375,0,0,0.0121580547112462,0.775974025974026,0,0,0.866459627329193,0.731481481481482,0,0,0,0.85625,0,0,0.98705501618123,0.0285714285714286,0,0.334365325077399,0,0,0.0129449838187702,0,0,0.0181818181818182,0,0.800632911392405,0.0222929936305732,0,0,0,0.813291139240506,0,0,0.0844155844155844,0,0.0255591054313099,0,0,0.553846153846154,0,0,0,0,0.315457413249211,0,0,0,0,0.893292682926829,0,0,0,0,0.00917431192660551,0,0,0,0,0.163987138263666,0.0126182965299685,0,0,0,0,0,0.0225806451612903,0.0318471337579618,0,0,0,0,0.198717948717949,0.0477611940298507,0.630769230769231,0.8,0,0,0.130841121495327,0.00626959247648903,0,0,0.0246913580246914,0,0.0256410256410256,0,0,0,0.792569659442725,0,0.26984126984127,0.687898089171974,0,0,0,0,0,0,0.00600600600600601,0,0,0,0,0.0193548387096774,0,0.0412698412698413,0,0,0.260450160771704,0.009375,0,0.337579617834395,0,0,0.353312302839117,0.0673076923076923,0.00623052959501558,0.863354037267081,0.395136778115502,0,0.816770186335404,0,0,0,0,0,0,0,0.369905956112853,0,0,0.721362229102167,0,0.22508038585209,0,0.39375,0,0,0.714285714285714,0,0,0
"8",0,0.107491856677524,0.09375,0,0.00306748466257669,0,0.194444444444444,1,0,0,0.0553846153846154,0,0.894736842105263,0,0,0.0498442367601246,0.0188679245283019,0.0764525993883792,0,0,0.00623052959501558,0.0351437699680511,0,0.024024024024024,0.273015873015873,0.040625,0,0,0.608024691358025,0,0,0.622754491017964,0,0,0.0119402985074627,0.0152439024390244,0,0,0.307228915662651,0.25609756097561,0,0.0305810397553517,0,0,0.585889570552147,0.639751552795031,0.331306990881459,0.756493506493506,0,0,0,0.110091743119266,0,0.0153846153846154,0.0778816199376947,0,0,0.0402476780185759,0,0.0353982300884956,0,0.103658536585366,0,0.941717791411043,0,0,0.0521472392638037,0,0.0897435897435897,0.0990415335463259,0.0182926829268293,0,0,0,0.777777777777778,0,0,0,0,0.168224299065421,0,0,0.0642201834862385,0.182389937106918,0.0914454277286136,0,0.00630914826498423,0.596439169139466,0,0,0.0920634920634921,0.182370820668693,0.109467455621302,0,0,0,0.166666666666667,0.0487804878048781,0,0.0745341614906832,0.667692307692308,0,0.837920489296636,0,0,0,0,0,0.436363636363636,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0.657232704402516,0.0737463126843658,0,0.115151515151515,0,0,0.0741935483870968,0,0,0,0,0,0.06875,0.182634730538922,0,0.169871794871795,0,0,0.133738601823708,0,0.234042553191489,0.0344827586206897,0.123867069486405,0,0.141955835962145,0,0,0,0.00914634146341463,0.0778816199376947,0.669811320754717,0.0965732087227414,0.0737179487179487,0,0,0,0.981366459627329,0,0,0.407523510971787,0,0.036697247706422,0.709375,0.116564417177914,0,0,0.64,0.265060240963855,0,0,0,0,0.0331325301204819,0.185758513931889,0,0.221864951768489,0,0,0,0.114197530864198,0,0.00303951367781155,0.111111111111111,0,0,0,0.100609756097561,0.645962732919255,0,0.654320987654321,0.095679012345679,0,0.916149068322981,0.123867069486405,0.0188087774294671,0.767080745341615,0.0341614906832298,0,0,0.012987012987013,0.0868263473053892,0.147692307692308,0.0029940119760479,0.0984615384615385,0.211656441717791,0.0275229357798165,0,0,0,0,0,0,0,0.0316455696202532,0,0,0,0.758842443729904,0,0,0.106194690265487,0,0.132132132132132,0.0884146341463415,0,0.0197368421052632
"9",0.178461538461538,0,0.708588957055215,0.801775147928994,0.804804804804805,0,0.651515151515151,0,1,0,0.771771771771772,0,0,0.180428134556575,0.507645259938838,0,0.817610062893082,0,0.168674698795181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18018018018018,0,0,0,0,0.63855421686747,0.139817629179331,0,0,0.766272189349112,0,0,0,0.626865671641791,0,0,0,0,0,0.808383233532934,0,0,0,0,0,0.0776119402985075,0,0,0.583081570996979,0,0.00615384615384615,0,0,0,0,0,0,0,0,0,0,0,0.186246418338109,0,0,0,0,0,0,0,0,0.0442477876106195,0,0,0,0.825545171339564,0,0,0.777448071216617,0.794642857142857,0,0,0,0.77910447761194,0,0,0.835913312693498,0,0,0.168711656441718,0,0,0.0184049079754601,0,0,0,0,0.802431610942249,0.157232704402516,0,0,0,0.778115501519757,0,0,0.0793650793650794,0,0,0,0,0.598802395209581,0,0,0,0,0.437888198757764,0,0,0,0,0.750741839762611,0,0,0,0,0,0,0,0,0.0332326283987915,0.213166144200627,0,0,0,0,0,0,0,0.179878048780488,0,0,0,0,0.0153846153846154,0.187861271676301,0.85207100591716,0.557632398753894,0,0,0,0,0,0,0,0,0.188271604938272,0,0,0,0.872340425531915,0,0.574534161490683,0.563694267515924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123076923076923,0,0,0.0411392405063291,0,0,0.253776435045317,0,0,0.544642857142857,0.261829652996845,0.151057401812689,0.760606060606061,0.563049853372434,0,0.75748502994012,0,0,0.0451807228915663,0,0,0,0,0.560606060606061,0,0,0.769230769230769,0,0.0757097791798107,0,0.561561561561562,0,0,0.756756756756757,0,0,0
"10",0,0,0,0,0,0.752321981424149,0,0,0,1,0,0.766467065868264,0,0,0,0,0,0,0,0.323442136498516,0,0,0.76219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423676012461059,0,0,0,0,0,0.609375,0,0,0,0,0,0,0.769470404984424,0,0.420560747663551,0,0,0,0,0,0,0.396341463414634,0,0,0,0,0.586626139817629,0.638036809815951,0.59214501510574,0,0.589123867069486,0,0,0,0,0.3875,0,0,0,0,0,0,0,0.594427244582043,0,0.232628398791541,0,0,0.720496894409938,0,0,0.248447204968944,0,0.761467889908257,0,0,0,0,0,0,0,0,0,0,0.257396449704142,0,0,0,0,0.570063694267516,0,0,0,0,0.629969418960245,0,0,0.426332288401254,0,0,0.67524115755627,0,0,0,0,0,0,0.175074183976261,0,0.25625,0,0,0,0,0,0.590504451038576,0.60625,0.560747663551402,0,0,0,0,0,0.616766467065868,0.230769230769231,0.73030303030303,0,0,0,0,0,0,0,0,0.411392405063291,0,0,0,0,0,0.607476635514019,0,0,0,0,0,0,0,0,0,0.618461538461539,0,0,0.19496855345912,0,0.614147909967846,0,0,0.711711711711712,0,0,0.640625,0,0,0,0,0,0.772307692307692,0,0,0,0,0,0,0,0,0,0,0,0.792048929663609,0.734567901234568,0.574018126888218,0,0,0,0,0.185410334346505,0,0.707692307692308,0,0,0,0,0,0,0
