"GSM773540",1
"GSM773541",2
"GSM773542",1
"GSM773543",1
"GSM773544",1
"GSM773545",3
"GSM773546",1
"GSM773547",2
"GSM773548",1
"GSM773549",3
"GSM773550",1
"GSM773551",3
"GSM773552",2
"GSM773553",1
"GSM773554",1
"GSM773555",2
"GSM773556",1
"GSM773557",2
"GSM773558",1
"GSM773559",4
"GSM773560",5
"GSM773561",2
"GSM773562",3
"GSM773563",2
"GSM773564",2
"GSM773565",2
"GSM773566",5
"GSM773567",5
"GSM773568",2
"GSM773569",5
"GSM773570",5
"GSM773571",2
"GSM773572",5
"GSM773573",1
"GSM773574",5
"GSM773575",5
"GSM773576",5
"GSM773577",5
"GSM773578",1
"GSM773579",2
"GSM773580",5
"GSM773581",2
"GSM773582",1
"GSM773583",5
"GSM773584",2
"GSM773585",2
"GSM773586",1
"GSM773587",2
"GSM773588",5
"GSM773589",4
"GSM773590",5
"GSM773591",2
"GSM773592",1
"GSM773593",2
"GSM773594",2
"GSM773595",3
"GSM773596",5
"GSM773597",5
"GSM773598",1
"GSM773599",2
"GSM773600",5
"GSM773601",1
"GSM773602",3
"GSM773603",2
"GSM773604",4
"GSM773605",5
"GSM773606",2
"GSM773607",5
"GSM773608",2
"GSM773609",2
"GSM773610",5
"GSM773611",4
"GSM773612",5
"GSM773613",5
"GSM773614",2
"GSM773615",1
"GSM773616",3
"GSM773617",3
"GSM773618",3
"GSM773619",2
"GSM773620",3
"GSM773621",5
"GSM773622",2
"GSM773623",2
"GSM773624",2
"GSM773625",4
"GSM773626",2
"GSM773627",2
"GSM773628",1
"GSM773629",5
"GSM773630",2
"GSM773631",1
"GSM773632",1
"GSM773633",3
"GSM773634",5
"GSM773635",4
"GSM773636",1
"GSM773637",5
"GSM773638",3
"GSM773639",1
"GSM773640",2
"GSM773641",3
"GSM773642",1
"GSM773643",3
"GSM773644",5
"GSM773645",1
"GSM773646",5
"GSM773647",5
"GSM773648",2
"GSM773649",5
"GSM773650",1
"GSM773651",1
"GSM773652",2
"GSM773653",5
"GSM773654",4
"GSM773655",1
"GSM773656",5
"GSM773657",5
"GSM773658",1
"GSM773659",3
"GSM773660",2
"GSM773661",5
"GSM773662",5
"GSM773663",1
"GSM773664",3
"GSM773665",5
"GSM773666",2
"GSM773667",4
"GSM773668",1
"GSM773669",5
"GSM773670",3
"GSM773671",5
"GSM773672",2
"GSM773673",1
"GSM773674",5
"GSM773675",2
"GSM773676",5
"GSM773677",4
"GSM773678",2
"GSM773679",4
"GSM773680",2
"GSM773681",5
"GSM773682",2
"GSM773683",1
"GSM773684",2
"GSM773685",3
"GSM773686",3
"GSM773687",3
"GSM773688",5
"GSM773689",2
"GSM773690",2
"GSM773691",2
"GSM773692",2
"GSM773693",3
"GSM773694",4
"GSM773695",3
"GSM773696",2
"GSM773697",1
"GSM773698",1
"GSM773699",1
"GSM773700",5
"GSM773701",5
"GSM773702",2
"GSM773703",2
"GSM773704",4
"GSM773705",5
"GSM773706",2
"GSM773707",2
"GSM773708",1
"GSM773709",5
"GSM773710",3
"GSM773711",5
"GSM773712",1
"GSM773713",2
"GSM773714",1
"GSM773715",1
"GSM773716",5
"GSM773717",5
"GSM773718",5
"GSM773719",2
"GSM773720",3
"GSM773721",5
"GSM773722",2
"GSM773723",4
"GSM773724",5
"GSM773725",4
"GSM773726",2
"GSM773727",2
"GSM773728",3
"GSM773729",2
"GSM773730",2
"GSM773731",3
"GSM773732",2
"GSM773733",2
"GSM773734",5
"GSM773735",1
"GSM773736",2
"GSM773737",3
"GSM773738",1
"GSM773739",6
"GSM773740",2
"GSM773741",1
"GSM773742",1
"GSM773743",2
"GSM773744",1
"GSM773745",5
"GSM773746",5
"GSM773747",1
"GSM773748",5
"GSM773749",3
"GSM773750",3
"GSM773751",3
"GSM773752",1
"GSM773753",5
"GSM773754",5
"GSM773755",1
"GSM773756",4
"GSM773757",2
"GSM773758",3
"GSM773759",1
"GSM773760",2
"GSM773761",5
"GSM773762",1
"GSM773763",2
"GSM773764",5
"GSM773765",5
