"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78"
"1",1,0,0,0,0.436708860759494,0.56386292834891,0.916666666666667,0,0,0,0.519607843137255,0,0.534653465346535,0,0,0.566343042071197,0.436305732484076,0.563934426229508,0,0.944078947368421,0.410596026490066,0.545454545454545,0.387820512820513,0.247588424437299,0.564784053156146,0.625806451612903,0.549520766773163,0.0195439739413681,0.581939799331104,0.257328990228013,0.533546325878594,0.540983606557377,0.563291139240506,0.423566878980892,0,0.503125,0.00628930817610063,0.456375838926175,0.00628930817610063,0.552795031055901,0,0.4375,0,0,0.560509554140127,0.588815789473684,0,0.554455445544555,0.585526315789474,0,0.41025641025641,0.542056074766355,0.558139534883721,0.560126582278481,0.403333333333333,0,0,0.428571428571429,0,0.54635761589404,0.427244582043344,0.577922077922078,0,0.419558359621451,0,0.437106918238994,0,0,0.42483660130719,0.580204778156997,0.630225080385852,0.559726962457338,0.38562091503268,0.592105263157895,0,0.403785488958991,1,0.384615384615385
"2",0,1,0.943708609271523,0.99,0,0,0,0.518032786885246,1,1,0,0.940438871473354,0,0.990506329113924,0.987730061349693,0,0,0,1,0,0,0,0,0.161904761904762,0,0,0,0.450657894736842,0,0.185667752442997,0,0,0,0,0.942675159235669,0,0.437106918238994,0,0.430340557275542,0,0.983818770226537,0,0.942857142857143,0.981012658227848,0,0,1,0,0,0.942675159235669,0,0,0,0,0.0293159609120521,0.94006309148265,1,0,1,0,0,0,1,0.00961538461538462,0.939024390243902,0.015527950310559,0.509493670886076,1,0,0,0,0,0.00320512820512821,0,0.98371335504886,0,0,0.00641025641025641
"3",0,0.943708609271523,1,0.960526315789474,0.0476190476190476,0,0.00327868852459016,0.561461794019934,0.947882736156352,0.940983606557377,0.0328947368421053,0.996710526315789,0.0374149659863946,0.964052287581699,0.962264150943396,0.0367892976588629,0.0470219435736677,0.0361842105263158,0.944444444444444,0,0.040133779264214,0,0.0526315789473684,0.223642172523962,0,0,0,0.453333333333333,0,0.238562091503268,0.0289389067524116,0,0,0.0521172638436482,0.996815286624204,0.040625,0.487096774193548,0.0513698630136986,0.469648562300319,0,0.967105263157895,0.0441640378548896,0.996710526315789,0.964630225080386,0,0.03,0.996688741721854,0,0,0.996835443037975,0.0522875816993464,0.0407523510971787,0,0,0.0838926174496644,1,0.961165048543689,0.0433333333333333,0.940199335548173,0,0.0501567398119122,0,0.95221843003413,0.0576923076923077,1,0.0732484076433121,0.540983606557377,0.945859872611465,0.0550161812297735,0.0343642611683849,0,0,0.0625,0,0.976973684210526,0.0383386581469649,0,0.0575079872204473
"4",0,0.99,0.960526315789474,1,0.00952380952380952,0,0,0.526143790849673,0.990353697749196,0.990228013029316,0,0.958333333333333,0,1,1,0,0.00626959247648903,0.00328947368421053,0.990131578947368,0,0.00342465753424658,0,0.00996677740863787,0.152380952380952,0,0,0,0.435643564356436,0,0.172077922077922,0,0,0,0.00993377483443709,0.96583850931677,0.00311526479750779,0.432692307692308,0.00337837837837838,0.426751592356688,0,0.993464052287582,0,0.963455149501661,0.993527508090615,0,0,1,0,0,0.964285714285714,0.00986842105263158,0,0,0,0.0366666666666667,0.961538461538462,0.990291262135922,0.00333333333333333,0.990066225165563,0,0,0,0.993220338983051,0.0093167701863354,0.95859872611465,0.0318471337579618,0.509933774834437,0.990625,0.00961538461538462,0,0,0,0.0301003344481605,0,1,0.00636942675159236,0,0.0227272727272727
"5",0.436708860759494,0,0.0476190476190476,0.00952380952380952,1,0,0.527950310559006,0.457142857142857,0,0,0.929230769230769,0.0560747663551402,0.920886075949367,0.0060790273556231,0.00900900900900901,0.925925925925926,1,0.98780487804878,0,0.504643962848297,1,0,1,0.820668693009118,0,0.129230769230769,0,0.542319749216301,0,0.784126984126984,0.923312883435583,0,0,0.996815286624204,0.0461538461538462,0.942942942942943,0.543283582089552,1,0.559270516717325,0,0.0123839009287926,0.990683229813665,0.0460122699386503,0.0184049079754601,0,0.881619937694704,0,0.0632911392405063,0.0338461538461538,0.0458715596330275,1,0.925373134328358,0,0,0.962616822429907,0.0507462686567164,0,0.993865030674847,0,0,1,0,0,0.990625,0.0504451038575668,0.972727272727273,0.475757575757576,0,1,0.878594249201278,0.127659574468085,0,0.981191222570533,0.0560747663551402,0.0126582278481013,1,0.438650306748466,0.978260869565217
"6",0.56386292834891,0,0,0,0,1,0.462235649546828,0,0,0,0.062111801242236,0,0.0648148148148148,0,0,0.0564263322884013,0,0.00928792569659443,0,0.490853658536585,0,1,0,0,1,0.86865671641791,1,0,1,0,0.0518292682926829,1,1,0,0,0.0505952380952381,0,0,0,1,0,0.00611620795107034,0,0,1,0.105919003115265,0,0.94006309148265,0.972307692307692,0,0,0.0600600600600601,1,1,0,0,0,0.00309597523219814,0,1,0,1,0,0,0,0,0,0,0,0.108626198083067,0.866459627329193,1,0,0.948948948948949,0,0,0.559270516717325,0
"7",0.916666666666667,0,0.00327868852459016,0,0.527950310559006,0.462235649546828,1,0.035031847133758,0,0,0.617363344051447,0,0.620578778135048,0,0,0.638977635782748,0.524844720496894,0.627831715210356,0,0.964401294498382,0.490196078431373,0.457516339869281,0.465189873417722,0.329230769230769,0.463022508038585,0.575851393188854,0.462732919254658,0.0673076923076923,0.492012779552716,0.329113924050633,0.605015673981191,0.444444444444444,0.48048048048048,0.506410256410256,0.00302114803625378,0.583333333333333,0.0696969696969697,0.548172757475083,0.0674846625766871,0.475308641975309,0,0.512578616352201,0.00325732899022801,0.00313479623824451,0.518181818181818,0.670846394984326,0,0.540453074433657,0.476190476190476,0.0031055900621118,0.498442367601246,0.60790273556231,0.459546925566343,0.469325153374233,0.482200647249191,0.0031055900621118,0,0.520634920634921,0,0.477564102564103,0.516819571865443,0.495176848874598,0,0.513595166163142,0.0029940119760479,0.513846153846154,0.040625,0,0.507836990595611,0.677316293929712,0.596875,0.481605351170569,0.45,0.552469135802469,0,0.504615384615385,0.938080495356037,0.467084639498433
"8",0,0.518032786885246,0.561461794019934,0.526143790849673,0.457142857142857,0,0.035031847133758,1,0.507936507936508,0.526490066225166,0.37,0.568181818181818,0.367892976588629,0.519108280254777,0.55205047318612,0.369281045751634,0.461783439490446,0.4,0.508090614886731,0,0.491582491582492,0,0.587662337662338,0.677524429967427,0,0,0,0.913907284768212,0,0.660194174757282,0.373417721518987,0,0,0.493464052287582,0.580441640378549,0.407523510971787,0.918495297805643,0.462837837837838,0.938511326860841,0,0.509933774834437,0.473509933774834,0.587248322147651,0.538709677419355,0,0.340983606557377,0.505016722408027,0,0,0.578125,0.495114006514658,0.363076923076923,0,0,0.504918032786885,0.557692307692308,0.536050156739812,0.474025974025974,0.5,0,0.468152866242038,0,0.515254237288136,0.496815286624204,0.575384615384615,0.485623003194888,0.996794871794872,0.515923566878981,0.474358974358974,0.370860927152318,0,0,0.536423841059603,0,0.534201954397394,0.490506329113924,0,0.538961038961039
"9",0,1,0.947882736156352,0.990353697749196,0,0,0,0.507936507936508,1,1,0,0.948484848484848,0,0.990825688073395,0.98780487804878,0,0,0,1,0,0,0,0,0.139318885448916,0,0,0,0.439102564102564,0,0.170807453416149,0,0,0,0,0.945945945945946,0,0.422018348623853,0,0.4,0,0.984756097560976,0,0.946875,0.981308411214953,0,0,1,0,0,0.942073170731707,0,0,0,0,0.0255591054313099,0.938837920489297,1,0,1,0,0,0,1,0.00617283950617284,0.942771084337349,0.0176991150442478,0.492307692307692,1,0,0,0,0,0.00625,0,0.984126984126984,0,0,0.009375
"10",0,1,0.940983606557377,0.990228013029316,0,0,0,0.526490066225166,1,1,0,0.939297124600639,0,0.990595611285266,0.9875,0,0,0,1,0,0,0,0,0.150159744408946,0,0,0,0.438709677419355,0,0.182692307692308,0,0,0,0.00317460317460317,0.942073170731707,0,0.439252336448598,0,0.414556962025316,0,0.984025559105431,0,0.938906752411576,0.977635782747604,0,0,1,0,0,0.938709677419355,0,0,0,0,0.0290322580645161,0.937106918238994,1,0,1,0,0,0,1,0.0031055900621118,0.934984520123839,0.0217391304347826,0.512658227848101,1,0,0,0,0,0.0128617363344051,0,0.983333333333333,0,0,0.0160771704180064
