"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78"
"1",1,0,0,0,0.0284810126582278,0.152647975077882,0.333333333333333,0,0,0,0.261437908496732,0,0.35973597359736,0,0,0.375404530744337,0.0286624203821656,0.288524590163934,0,0.884868421052632,0.0993377483443709,0.127946127946128,0.0256410256410256,0,0.169435215946844,0.154838709677419,0.0958466453674121,0,0.190635451505017,0,0.31629392971246,0.127868852459016,0.651898734177215,0.117834394904459,0,0.15625,0,0.140939597315436,0,0.145962732919255,0,0.101973684210526,0,0,0.178343949044586,0.457236842105263,0,0.765676567656766,0.753289473684211,0,0.00320512820512821,0.728971962616822,0.0863787375415282,0.186708860759494,0,0,0,0.204545454545455,0,0.0860927152317881,0.0247678018575851,0.0974025974025974,0,0,0,0.00943396226415094,0,0,0.00326797385620915,0.532423208191126,0.704180064308682,0.0887372013651877,0,0.799342105263158,0,0.0157728706624606,0.971153846153846,0
"2",0,1,0,0.166666666666667,0,0,0,0,1,0.67109634551495,0,0,0,0.14873417721519,0.138036809815951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117834394904459,0,0,0,0,0,0.106796116504854,0,0.00952380952380952,0.0348101265822785,0,0,0.268608414239482,0,0,0.101910828025478,0,0,0,0,0,0.141955835962145,0.186915887850467,0,0.987138263665595,0,0,0,0.963333333333333,0,0,0,0,0.702786377708978,0,0,0,0,0,0,0.0781758957654723,0,0,0
"3",0,0,1,0.398026315789474,0,0,0,0.700996677740864,0,0,0,0.907894736842105,0,0.245098039215686,0.408805031446541,0,0.00313479623824451,0,0,0,0,0,0,0.354632587859425,0,0,0,0.246666666666667,0,0.503267973856209,0,0,0,0.0260586319218241,0.64968152866242,0,0.470967741935484,0.0136986301369863,0.434504792332268,0,0.450657894736842,0,0.447368421052632,0.704180064308682,0,0,0.334437086092715,0,0,0.417721518987342,0,0,0,0,0.402684563758389,0.671875,0.174757281553398,0,0,0,0,0,0.00341296928327645,0.016025641025641,0.5,0.372611464968153,0.442622950819672,0,0,0,0,0,0.0493421052631579,0,0.585526315789474,0,0,0.0447284345047923
"4",0,0.166666666666667,0.398026315789474,1,0,0,0,0.0620915032679739,0.173633440514469,0,0,0.314102564102564,0,0.845394736842105,0.983974358974359,0,0,0,0.134868421052632,0,0,0,0,0.0253968253968254,0,0,0,0.0132013201320132,0,0.116883116883117,0,0,0,0,0.850931677018634,0,0.032051282051282,0,0.0445859872611465,0,0.738562091503268,0,0.0963455149501661,0.407766990291262,0,0,0.996688741721854,0,0,0.795454545454545,0,0,0,0,0.0466666666666667,0.83974358974359,0.844660194174757,0,0.211920529801325,0,0,0,0.325423728813559,0.0093167701863354,0.0668789808917197,0.0191082802547771,0.033112582781457,0.009375,0,0,0,0,0.0100334448160535,0,0.750830564784053,0,0,0.00324675324675325
"5",0.0284810126582278,0,0,0,1,0,0.102484472049689,0,0,0,0.0892307692307692,0,0.0854430379746835,0,0,0.0987654320987654,0.981651376146789,0.143292682926829,0,0.0371517027863777,0.450479233226837,0,1,0.161094224924012,0,0.0153846153846154,0,0.467084639498433,0,0.0253968253968254,0.0889570552147239,0,0.00598802395209581,0.678343949044586,0,0.369369369369369,0.0119402985074627,0.419047619047619,0.0516717325227964,0,0,0.695652173913043,0,0,0,0.0778816199376947,0,0.00632911392405063,0.00307692307692308,0.00305810397553517,0.896341463414634,0.0507462686567164,0,0,0.14018691588785,0,0,0.214723926380368,0,0,0.978915662650602,0,0,0.9,0,0.145454545454545,0.0484848484848485,0,0.978461538461538,0.0798722044728434,0.0182370820668693,0,0.918495297805643,0.00623052959501558,0,0.99406528189911,0.0306748466257669,0.93167701863354
"6",0.152647975077882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00313479623824451,0,0,0,0.00914634146341463,0,0.984276729559748,0,0,0.996894409937888,0.465671641791045,0.706948640483384,0,0.993630573248408,0,0,0.894080996884735,0.502923976608187,0,0,0,0,0,0,0.994082840236686,0,0,0,0,0.996987951807229,0.00311526479750779,0,0.135646687697161,0.433846153846154,0,0,0.00900900900900901,0.648562300319489,0.996987951807229,0,0,0,0,0,0.662576687116564,0,0.68125,0,0,0,0,0,0,0,0.00638977635782748,0.127329192546584,0.666666666666667,0,0.141141141141141,0,0,0.194528875379939,0
"7",0.333333333333333,0,0,0,0.102484472049689,0,1,0,0,0,0.996784565916399,0,1,0,0,0.984025559105431,0.111801242236025,0.954692556634304,0,0.491909385113269,0.552287581699346,0,0.0759493670886076,0,0.00321543408360129,0.501547987616099,0,0,0.012779552715655,0,1,0,0.0960960960960961,0.317307692307692,0,0.549382716049383,0,0.6578073089701,0,0,0,0.364779874213836,0,0,0,0.927899686520376,0,0.333333333333333,0.0857142857142857,0,0.0186915887850467,0.650455927051672,0,0.00306748466257669,0,0,0,0.863492063492064,0,0,0.128440366972477,0,0,0.0151057401812689,0,0.0338461538461538,0,0,0.0344827586206897,0.830670926517572,0.396875,0,0,0.339506172839506,0,0.0676923076923077,0.312693498452012,0
"8",0,0,0.700996677740864,0.0620915032679739,0,0,0,1,0,0,0,0.74025974025974,0,0.054140127388535,0.0757097791798107,0,0,0,0,0,0,0,0,0.638436482084691,0,0,0,0.460264900662252,0,0.715210355987055,0,0,0,0.042483660130719,0.26813880126183,0,0.811912225705329,0.0371621621621622,0.789644012944984,0,0.271523178807947,0,0.818791946308725,0.458064516129032,0,0,0.00668896321070234,0,0,0.078125,0,0,0,0,0.665573770491803,0.291666666666667,0.00313479623824451,0,0,0,0,0,0,0,0.843076923076923,0.638977635782748,0.78525641025641,0,0,0,0,0,0.0728476821192053,0,0.358306188925081,0,0,0.0454545454545455
"9",0,1,0,0.173633440514469,0,0,0,0,1,0.686335403726708,0,0,0,0.162079510703364,0.143292682926829,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117117117117117,0,0,0,0,0,0.106707317073171,0,0.0125,0.0342679127725857,0,0,0.286173633440514,0,0,0.0945121951219512,0,0,0,0,0,0.137614678899083,0.18960244648318,0,0.987421383647799,0,0,0,0.89776357827476,0,0,0,0,0.710843373493976,0,0,0,0,0,0,0.0984126984126984,0,0,0
"10",0,0.67109634551495,0,0,0,0,0,0,0.686335403726708,1,0,0,0,0,0.00625,0,0,0,0.715189873417722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894039735099338,0,0,0,0,0,0,0,0,0,0.037037037037037,0,0.667752442996743,0,0,0,0.534426229508197,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
