"GSM475656",1
"GSM475681",2
"GSM475683",3
"GSM475685",3
"GSM475687",4
"GSM475689",5
"GSM475691",1
"GSM475692",3
"GSM475694",2
"GSM475696",2
"GSM475698",1
"GSM475700",3
"GSM475701",1
"GSM475706",3
"GSM475708",3
"GSM475709",1
"GSM475710",4
"GSM475712",1
"GSM475715",2
"GSM475717",1
"GSM475719",1
"GSM475720",5
"GSM475722",4
"GSM475724",3
"GSM475727",5
"GSM475728",1
"GSM475730",5
"GSM475731",3
"GSM475733",5
"GSM475735",3
"GSM475737",1
"GSM475739",5
"GSM475741",5
"GSM475744",4
"GSM475747",3
"GSM475748",1
"GSM475751",3
"GSM475753",1
"GSM475756",3
"GSM475758",5
"GSM475759",3
"GSM475760",4
"GSM475761",3
"GSM475762",3
"GSM475763",5
"GSM475765",1
"GSM475768",3
"GSM475769",1
"GSM475770",5
"GSM475772",3
"GSM475773",4
"GSM475774",1
"GSM475776",5
"GSM475777",5
"GSM475778",3
"GSM475779",3
"GSM475780",3
"GSM475782",1
"GSM475784",2
"GSM475785",5
"GSM475787",4
"GSM475788",5
"GSM475789",2
"GSM475791",4
"GSM475792",3
"GSM475793",3
"GSM475794",3
"GSM475795",2
"GSM475797",4
"GSM475799",1
"GSM475801",1
"GSM475802",5
"GSM475803",4
"GSM475804",1
"GSM475805",3
"GSM475806",4
"GSM475808",1
"GSM475810",4
