"GSM1465990",1
"GSM1465991",1
"GSM1465992",2
"GSM1465993",3
"GSM1465994",1
"GSM1465995",1
"GSM1465996",4
"GSM1465997",2
"GSM1465999",3
"GSM748053",5
"GSM748054",6
"GSM748055",6
"GSM748056",7
"GSM748058",5
"GSM748059",8
"GSM748061",4
"GSM748062",4
"GSM748063",2
"GSM748064",5
"GSM748065",1
"GSM748066",2
"GSM748068",5
"GSM748069",7
"GSM748071",5
"GSM748073",5
"GSM748074",1
"GSM748075",9
"GSM748077",1
"GSM748078",9
"GSM748079",9
"GSM748080",5
"GSM748081",8
"GSM748083",5
"GSM748084",5
"GSM748085",6
"GSM748087",5
"GSM748089",9
"GSM748090",5
"GSM748091",10
"GSM748092",5
"GSM748093",10
"GSM748094",5
"GSM748095",2
"GSM748096",10
"GSM748097",3
"GSM748098",8
"GSM748099",7
"GSM748100",1
"GSM748103",7
"GSM748104",5
"GSM748108",9
"GSM748110",6
"GSM748111",5
"GSM748112",2
"GSM748113",4
"GSM748115",1
"GSM748116",5
"GSM748117",2
"GSM748120",8
"GSM748121",5
"GSM748122",2
"GSM748123",7
"GSM748124",7
"GSM748125",9
"GSM748126",1
"GSM748127",7
"GSM748128",7
"GSM748130",6
"GSM748131",9
"GSM748132",1
"GSM748136",10
"GSM748137",7
"GSM748138",1
"GSM748140",8
"GSM748142",1
"GSM748144",10
"GSM748145",2
"GSM748146",7
"GSM748147",6
"GSM748148",9
"GSM748150",5
"GSM748151",5
"GSM748154",8
"GSM748155",8
"GSM748156",1
"GSM748159",8
"GSM748162",7
"GSM748163",2
"GSM748164",1
"GSM748165",7
"GSM748166",7
"GSM748170",1
"GSM748171",1
"GSM748172",4
"GSM748173",5
"GSM748174",8
"GSM748177",8
"GSM748179",8
"GSM748180",5
"GSM748181",5
"GSM748182",8
"GSM748183",10
"GSM748186",1
"GSM748187",9
"GSM748188",10
"GSM748189",9
"GSM748192",8
"GSM748193",10
"GSM748195",2
"GSM748196",2
"GSM748197",2
"GSM748198",1
"GSM748199",8
"GSM748200",7
"GSM748201",2
"GSM748202",8
"GSM748203",8
"GSM748206",4
"GSM748207",10
"GSM748209",6
"GSM748210",6
"GSM748211",5
"GSM748212",4
"GSM748213",8
"GSM748214",8
"GSM748215",4
"GSM748216",1
"GSM748217",8
"GSM748218",8
"GSM748219",2
"GSM748220",3
"GSM748221",3
"GSM748222",3
"GSM748227",3
"GSM748229",10
"GSM748239",6
"GSM748240",2
"GSM748242",5
"GSM748243",5
"GSM748244",6
"GSM748245",3
"GSM748246",2
"GSM748247",8
"GSM748248",2
"GSM748249",2
"GSM748250",7
"GSM748251",7
"GSM748253",4
"GSM748254",3
"GSM748255",4
"GSM748256",9
"GSM748257",2
"GSM748258",4
"GSM748259",3
"GSM748260",8
"GSM748261",3
"GSM748262",4
"GSM748263",3
"GSM748264",5
"GSM748265",5
"GSM748266",3
"GSM748271",6
"GSM748272",3
"GSM748273",2
"GSM748275",3
"GSM748276",7
"GSM748278",10
"GSM748280",1
"GSM748281",7
"GSM748282",1
"GSM748283",1
"GSM748285",8
"GSM748287",6
"GSM748288",4
"GSM748291",2
"GSM748294",2
"GSM748295",5
"GSM748296",8
"GSM748297",2
"GSM748299",2
"GSM748300",2
"GSM748301",1
"GSM748302",8
"GSM748303",1
"GSM748304",4
"GSM748305",6
"GSM748306",8
"GSM748307",1
"GSM748308",8
"GSM748309",3
"GSM748310",5
"GSM748311",1
"GSM748312",10
"GSM748313",6
"GSM748315",10
"GSM748316",8
"GSM748317",5
"GSM748320",8
"GSM748321",9
"GSM748323",8
"GSM748324",10
"GSM748325",1
"GSM748326",8
"GSM748327",6
"GSM748328",6
"GSM748329",4
"GSM748330",8
"GSM748332",8
"GSM748333",1
"GSM748334",10
"GSM748335",8
"GSM748336",5
"GSM748337",6
"GSM748338",2
"GSM748339",4
"GSM748342",7
"GSM748343",8
"GSM748345",4
"GSM748346",6
"GSM748347",8
"GSM748348",4
"GSM748350",1
"GSM748351",6
"GSM748352",1
"GSM748353",2
"GSM748354",4
"GSM748355",1
"GSM748356",6
"GSM748357",5
"GSM748358",1
"GSM748359",8
"GSM748360",2
"GSM748361",1
"GSM748362",5
"GSM748363",4
"GSM748364",8
"GSM748365",8
"GSM748366",6
