"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238"
"1",1,0.0723270440251572,0,0,0.652567975830816,0.223300970873786,0,0,0,0.0744047619047619,0,0,0.341692789968652,0.0658682634730539,0,0,0,0,0.380952380952381,0.779552715654952,0,0.0879478827361563,0.329153605015674,0.381818181818182,0.077639751552795,0.80379746835443,0.0120481927710843,0.881458966565349,0.0124223602484472,0,0.0755287009063444,0,0.0619469026548673,0.130177514792899,0,0.0658682634730539,0,0.0778816199376947,0.196374622356495,0.0903614457831325,0.259493670886076,0.0820668693009119,0.0329341317365269,0.182926829268293,0,0,0.141566265060241,0.964169381107492,0.317220543806647,0.0685358255451713,0,0.107594936708861,0.107784431137725,0,0,0.700617283950617,0.209876543209877,0.0608974358974359,0,0.450151057401813,0.031055900621118,0.332278481012658,0.398058252427184,0.009375,0.345565749235474,0.317901234567901,0.264797507788162,0,0,0.694533762057878,0.198738170347003,0.327160493827161,0.754716981132076,0,0.527777777777778,0.461764705882353,0.0471698113207547,0.333333333333333,0,0.0124610591900312,0.128440366972477,0.528700906344411,0,0,0,0,0.281150159744409,0,0.354037267080745,0.315950920245399,0.334355828220859,0.509493670886076,0.117088607594937,0,0.0838323353293413,0,0,0,0.0221518987341772,0.216300940438871,0,0.598784194528875,0.643312101910828,0,0.474164133738602,0,0,0.358255451713396,0.036697247706422,0.028125,0,0.419452887537994,0,0.0615384615384615,0,0,0,0,0.172514619883041,0,0,0.0741839762611276,0,0,0,0,0.442622950819672,0,0,0,0,0,0,0,0.382445141065831,0.160714285714286,0,0.0835913312693498,0.521739130434783,0,0,0,0,0,0.0336391437308868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0.593272171253823,0,0,0,0,0,0.324159021406728,0.383177570093458,0.70392749244713,0.353474320241692,0.0339506172839506,0.849693251533742,0,0.155963302752294,0,0,0,0.0853658536585366,0,0,0,0,0.234756097560976,0,0.629032258064516,0,0,0,0.751515151515151,0,0,0.0714285714285714,0.438271604938272,0.558730158730159,0,0.259375,0,0.0825396825396825,0,0,0,0.472560975609756,0.75,0,0,0,0,0,0,0.0560747663551402,0.334384858044164,0,0.0696969696969697,0.146341463414634,0,0,0.353982300884956,0,0,0,0,0,0.345047923322684,0,0.261764705882353,0,0,0.0483383685800604,0,0.531722054380665,0.201238390092879,0,0,0,0.0809968847352025,0,0,0,0
"2",0.0723270440251572,1,0.519354838709677,0,0.161490683229814,0.783333333333333,0,0,0,0.190625,0.525,0.4625,0.0261437908496732,0.141104294478528,0,0,0,0.587859424920128,0.115625,0.00657894736842105,0.655844155844156,0.157534246575342,0.012987012987013,0.130030959752322,0.128617363344051,0.0126582278481013,0.0220125786163522,0.0662460567823344,0.019047619047619,0,0.199367088607595,0,0.149390243902439,0.138888888888889,0.227848101265823,0.140625,0,0.161812297734628,0.288888888888889,0.180379746835443,0.203947368421053,0.134375,0.734375,0.106109324758842,0,0,0.0401234567901235,0.063758389261745,0.0126182965299685,0.156351791530945,0,0.0841423948220065,0.133757961783439,0.149837133550489,0,0.106109324758842,0.140065146579805,0.765472312703583,0,0.121405750798722,0.618892508143323,0.00955414012738853,0.0202702702702703,0.00634920634920635,0.647435897435897,0,0.00321543408360129,0.237654320987654,0,0.173913043478261,0.357377049180328,0.0225806451612903,0.106451612903226,0,0.0673076923076923,0.25609756097561,0.690322580645161,0.00940438871473354,0.413333333333333,0.0157232704402516,0.160990712074303,0.0506329113924051,0,0,0.598726114649682,0,0.0132450331125828,0.0161812297734628,0.645161290322581,0.00949367088607595,0,0.0716612377850163,0.719869706840391,0,0.16025641025641,0,0,0,0.158576051779935,0.231270358306189,0,0.157232704402516,0.00980392156862745,0,0.187301587301587,0,0,0.575079872204473,0.650793650793651,0.766233766233766,0,0.46875,0,0.0418006430868167,0,0,0,0,0.24773413897281,0.237942122186495,0.340694006309148,0.155963302752294,0,0,0,0,0.0205479452054795,0,0,0,0,0,0,0,0.154838709677419,0.374613003095975,0,0.187898089171975,0.0487012987012987,0.311728395061728,0,0,0,0.305466237942122,0.682389937106918,0.0354838709677419,0.0307692307692308,0,0,0,0,0.587096774193548,0,0,0,0,0,0,0.115151515151515,0.170886075949367,0,0.178217821782178,0,0.506369426751592,0,0.0157728706624606,0.146964856230032,0.00625,0.00623052959501558,0.851973684210526,0.106583072100313,0,0.244514106583072,0,0,0.429936305732484,0.146031746031746,0,0.35625,0.431893687707641,0,0.79375,0,0.225396825396825,0,0.00319488817891374,0,0.0123456790123457,0,0,0.181818181818182,0.577049180327869,0.122923588039867,0.00970873786407767,0.202614379084967,0,0.180064308681672,0,0,0.0181818181818182,0.335403726708075,0.108974358974359,0.0532915360501567,0,0.493548387096774,0,0,0,0.839228295819936,0.379084967320261,0,0.185667752442997,0.388535031847134,0.423566878980892,0,0.00940438871473354,0,0,0.304347826086957,0,0,0.718954248366013,0.00321543408360129,0.788343558282209,0,0,0.663522012578616,0.508038585209003,0.0536277602523659,0.806451612903226,0,0.10377358490566,0.736486486486487,0.130718954248366,0,0,0,0.421221864951768
"3",0,0.519354838709677,1,0,0.00306748466257669,0.470588235294118,0,0.313664596273292,0,0,0.592024539877301,0.56969696969697,0,0,0.0260586319218241,0,0,0.922118380062305,0,0,0.86984126984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39171974522293,0,0,0,0.25,0,0,0,0.798780487804878,0.192660550458716,0,0,0,0.00332225913621262,0,0,0,0.261437908496732,0,0.400641025641026,0,0.0031055900621118,0,0.764331210191083,0,0,0.698717948717949,0,0,0,0.440993788819876,0,0,0.389221556886228,0,0,0.309904153354633,0,0.0031055900621118,0,0,0.092814371257485,0.732258064516129,0,0.477124183006536,0,0,0,0.0214067278287462,0.0815047021943574,0.527331189710611,0.0412698412698413,0,0.473354231974922,0.41692789968652,0,0,0,0.510835913312694,0,0,0,0.0504731861198738,0.00308641975308642,0,0,0.0542168674698795,0.00311526479750779,0,0,0,0,0.0793650793650794,0.3125,0.752293577981651,0.78525641025641,0.219354838709677,0.229357798165138,0.0238805970149254,0,0.301242236024845,0,0.0126984126984127,0,0.251479289940828,0.4,0.548484848484848,0,0,0,0,0,0,0.0611620795107034,0,0.314569536423841,0,0,0,0,0,0.33030303030303,0.256965944272446,0,0,0.649230769230769,0,0.29903536977492,0.0280373831775701,0.729559748427673,0.846153846153846,0,0,0,0,0,0,0.933962264150943,0,0,0,0,0,0,0,0.00317460317460317,0,0.473015873015873,0,0.962732919254658,0,0,0,0,0,0.731012658227848,0.00317460317460317,0,0.301242236024845,0,0.191950464396285,0.791139240506329,0,0.087378640776699,0.847826086956522,0.795454545454545,0.315457413249211,0.478395061728395,0,0.0415335463258786,0,0.222222222222222,0.0214723926380368,0,0.0373831775700935,0,0,0.325949367088608,0,0.296774193548387,0,0.06875,0,0.00632911392405063,0,0.0623145400593472,0.0869565217391304,0.0031055900621118,0.0962732919254658,0.380368098159509,0.618296529968454,0,0,0.0507936507936508,0.619047619047619,0.165625,0.0460122699386503,0,0.350769230769231,0.821538461538462,0,0,0,0,0.508090614886731,0.018348623853211,0,0.453333333333333,0.198738170347003,0.477341389728097,0.281733746130031,0,0.484756097560976,0.526315789473684,0,0.557993730407524,0,0.541284403669725,0.686900958466454,0,0,0.0123839009287926,0.0197368421052632,0.437308868501529
"4",0,0,0,1,0,0,0.535168195718654,0,0.713846153846154,0,0,0,0,0,0,0.55625,0.827380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059375,0,0,0,0,0,0,0,0,0,0,0,0,0.961077844311377,0.109756097560976,0,0,0,0,0,0,0,0,0.526315789473684,0,0,0,0.0955223880597015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579113924050633,0,0.0123076923076923,0,0.00600600600600601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209580838323353,0,0,0,0,0.784810126582278,0,0,0,0,0.497005988023952,0,0.121875,0.479623824451411,0,0,0.0122324159021407,0,0.704477611940298,0.708588957055215,0.910769230769231,0.753048780487805,0,0,0,0,0,0,0.978915662650602,0,0,0,0,0,0,0.84375,0.725856697819315,0.296529968454259,0,0,0.5875,0.751552795031056,0.0564263322884013,0.891975308641975,0.538699690402477,0.698224852071006,0,0,0.719033232628399,0,0.59375,0,0.753012048192771,0,0,0,0,0,0,0.10377358490566,0,0.579439252336449,0.00623052959501558,0,0,0,0,0,0,0,0.121621621621622,0,0.48936170212766,0,0,0,0,0.727554179566563,0,0,0,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0.49685534591195,0.0246153846153846,0,0,0,0,0,0,0,0.547169811320755,0,0.107491856677524,0.528700906344411,0,0.00611620795107034,0.453376205787781,0,0,0,0,0.86875,0,0,0,0,0.0208955223880597,0,0,0,0.591772151898734,0,0,0
"5",0.652567975830816,0.161490683229814,0.00306748466257669,0,1,0.359223300970874,0,0,0,0.197014925373134,0.00304878048780488,0,0.0286624203821656,0.121661721068249,0,0,0,0,0.0329341317365269,0.492163009404389,0,0.160130718954248,0.0222222222222222,0.0574018126888218,0.157894736842105,0.441358024691358,0.00600600600600601,0.63719512195122,0.00314465408805031,0,0.215151515151515,0,0.173652694610778,0.174174174174174,0.0122699386503067,0.14375,0,0.220820189274448,0.359375,0.188449848024316,0.493788819875776,0.149068322981366,0.048048048048048,0.331288343558282,0,0,0.0745341614906832,0.6578073089701,0.0246153846153846,0.179566563467492,0,0.173076923076923,0.166666666666667,0,0,0.916149068322981,0.104430379746835,0.110032362459547,0,0.0393939393939394,0.0507936507936508,0.0315457413249211,0.0229508196721311,0.00617283950617284,0.375776397515528,0.0249221183800623,0.0123839009287926,0,0,0.948553054662379,0.346749226006192,0.0311526479750779,0.543478260869565,0,0.201238390092879,0.738235294117647,0.0935483870967742,0.0276073619631902,0.0128617363344051,0.003125,0.174174174174174,0.212765957446809,0,0,0.0340557275541796,0,0.0282131661442006,0,0.39937106918239,0.0344827586206897,0.0248447204968944,0.205696202531646,0.231746031746032,0,0.175925925925926,0,0,0,0.0641025641025641,0.186708860759494,0,0.86280487804878,0.344827586206897,0,0.724770642201835,0,0,0.596214511041009,0.059375,0.0588235294117647,0,0.651515151515151,0,0.120253164556962,0,0,0,0,0.293255131964809,0.015625,0,0.208333333333333,0,0,0,0,0.545762711864407,0,0,0,0,0,0,0,0.580441640378549,0.323262839879154,0,0.201892744479495,0.172307692307692,0,0,0,0,0,0.0581039755351682,0.0387096774193548,0.042042042042042,0,0,0,0,0,0,0,0,0,0,0,0.0426829268292683,0.224683544303797,0,0,0,0,0,0.0333333333333333,0.586206896551724,0.552552552552553,0.0340557275541796,0.0923566878980892,0.748407643312102,0,0.290519877675841,0,0,0,0.145015105740181,0,0,0.00325732899022801,0,0.363354037267081,0,0.851735015772871,0,0,0,0.406832298136646,0,0,0.227848101265823,0.565625,0.828125,0,0.525316455696203,0,0.222929936305732,0,0.00609756097560976,0,0.747692307692308,0.539184952978056,0,0,0,0,0,0,0.0987654320987654,0.614649681528662,0,0.203647416413374,0.31055900621118,0,0,0.0240963855421687,0,0,0,0,0,0.42258064516129,0,0.406060606060606,0,0,0.106707317073171,0.0125,0.203076923076923,0.299684542586751,0,0,0.00649350649350649,0.146417445482866,0,0,0,0.0151975683890578
"6",0.223300970873786,0.783333333333333,0.470588235294118,0,0.359223300970874,1,0,0.00655737704918033,0,0.0254777070063694,0.496710526315789,0.441935483870968,0,0,0,0,0,0.534653465346535,0,0.176666666666667,0.603333333333333,0,0,0,0,0.138613861386139,0,0.21474358974359,0,0,0.0286624203821656,0,0.00961538461538462,0,0.245098039215686,0,0,0.0278745644599303,0.253205128205128,0.0194805194805195,0.0856164383561644,0,0.721875,0.148867313915858,0,0,0,0.24113475177305,0,0.0132450331125828,0,0.0950704225352113,0.00316455696202532,0.119601328903654,0,0.311475409836066,0.00327868852459016,0.74061433447099,0,0,0.598006644518272,0,0,0,0.806451612903226,0,0,0.221518987341772,0,0.354948805460751,0.340983606557377,0,0.294314381270903,0,0.0398671096345515,0.413793103448276,0.686006825938567,0,0.405498281786942,0,0.00638977635782748,0.131832797427653,0,0,0.563934426229508,0,0,0.00655737704918033,0.762541806020067,0,0,0.0431893687707641,0.625806451612903,0,0.00673400673400673,0,0.00666666666666667,0,0,0.122516556291391,0.0065359477124183,0.271844660194175,0.145762711864407,0,0.124590163934426,0,0.0101010101010101,0.627586206896552,0.641693811074919,0.747440273037543,0,0.6957928802589,0,0,0,0,0,0,0.26875,0.247524752475248,0.331147540983607,0.0157728706624606,0,0,0,0,0.172413793103448,0,0,0.0103092783505155,0,0,0,0,0.0810810810810811,0.302839116719243,0,0.0232558139534884,0.123745819397993,0.308441558441558,0,0.00696864111498258,0,0.284280936454849,0.654723127035831,0,0,0,0,0,0,0.554455445544555,0,0,0,0,0,0,0,0.0810810810810811,0,0.184300341296928,0,0.465346534653465,0,0,0.0673400673400673,0.165079365079365,0,0.813559322033898,0.249180327868852,0,0.182410423452769,0,0,0.390163934426229,0,0,0.331189710610932,0.379790940766551,0,0.970873786407767,0,0.433774834437086,0,0.0032258064516129,0,0.143769968051118,0,0,0.0328947368421053,0.774834437086093,0.240924092409241,0.0201342281879195,0.115254237288136,0,0.0337837837837838,0,0,0.0286624203821656,0.264516129032258,0.267326732673267,0.058252427184466,0.00645161290322581,0.448160535117057,0,0,0,0.805369127516778,0.397260273972603,0,0.0231023102310231,0.307692307692308,0.397350993377483,0,0,0,0,0.297945205479452,0,0,0.806896551724138,0.0133333333333333,0.936908517350158,0,0,0.64951768488746,0.470588235294118,0.132686084142395,0.920529801324503,0,0.1,0.688581314878893,0,0,0,0,0.425742574257426
"7",0,0,0,0.535168195718654,0,0,1,0,0.257763975155279,0,0,0,0,0,0.0482315112540193,0.981072555205047,0.725373134328358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0.564564564564565,0.430769230769231,0,0,0,0,0,0,0,0,0.971518987341772,0,0,0,0.437689969604863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161490683229814,0,0,0,0,0,0,0,0,0.0572289156626506,0.00315457413249211,0,0.00317460317460317,0,0,0,0,0,0,0,0.980327868852459,0,0.342679127725857,0,0.165165165165165,0,0,0.018348623853211,0,0,0,0,0,0,0,0,0,0.266457680250784,0,0.0577507598784195,0,0,0.152866242038217,0.0732484076433121,0.664576802507837,0,0,0,0,0.950617283950617,0.311728395061728,0.445859872611465,0.833855799373041,0,0.0849056603773585,0.180981595092025,0,0.253776435045317,0.2375,0.453125,0.237654320987654,0,0,0,0,0,0,0.493827160493827,0,0.157407407407407,0,0,0,0,0.62962962962963,0.277602523659306,0.68025078369906,0,0,0.990566037735849,0.208722741433022,0.230283911671924,0.445482866043614,0.975232198142415,0.225609756097561,0,0,0.263636363636364,0,0.374233128834356,0,0.233333333333333,0,0,0,0,0,0,0.292307692307692,0,0.940251572327044,0.332278481012658,0,0,0,0,0,0,0,0.305084745762712,0,0.960122699386503,0,0.00309597523219814,0,0.015625,0.257763975155279,0,0,0,0,0,0,0,0.298136645962733,0,0,0,0,0,0,0,0.977848101265823,0.339563862928349,0.0153846153846154,0,0,0.0123456790123457,0,0,0,0.978193146417445,0,0.459016393442623,0.963302752293578,0,0.302114803625378,0.951768488745981,0,0,0,0,0.694704049844237,0,0,0,0,0.196374622356495,0,0,0,0.959119496855346,0.287066246056782,0.039344262295082,0
"8",0,0,0.313664596273292,0,0,0.00655737704918033,0,1,0,0,0.036144578313253,0.0609756097560976,0,0,0.626959247648903,0,0,0.265243902439024,0,0,0.201277955271566,0,0,0,0,0,0,0,0,0,0,0.445512820512821,0,0,0.306060606060606,0,0,0,0.0978593272171254,0,0,0,0.174174174174174,0.242331288343558,0,0.2625,0,0,0,0,0,0.295454545454545,0,0.736677115987461,0,0,0,0.153846153846154,0.272727272727273,0,0.23125,0,0,0,0,0,0,0.27190332326284,0,0,0.126182965299685,0,0,0.478125,0,0.0662650602409639,0.171974522292994,0,0.118971061093248,0,0,0,0.603603603603604,0.702194357366771,0.0123456790123457,0.643962848297214,0,0.614197530864197,0,0,0,0,0,0,0,0.350769230769231,0.653250773993808,0.477341389728097,0,0,0.675925925925926,0.0152439024390244,0,0,0,0,0.684542586750789,0,0.188854489164087,0.157556270096463,0.563467492260062,0,0.585585585585586,0,0.877742946708464,0.490625,0.574132492113565,0,0.125748502994012,0.287925696594427,0.170278637770898,0,0.00304878048780488,0.370253164556962,0.257234726688103,0,0,0.540123456790123,0.47112462006079,0.901960784313726,0,0,0,0,0,0.00903614457831325,0.825,0,0,0.254601226993865,0,0.866883116883117,0.506134969325153,0.362776025236593,0.204268292682927,0,0,0,0,0.00317460317460317,0,0.261682242990654,0,0,0.468553459119497,0,0.0124610591900312,0,0,0,0,0.36038961038961,0,0.296875,0,0,0,0,0,0.00313479623824451,0,0.411764705882353,0.10625,0,0.496875,0.281150159744409,0,0.699029126213592,0.337461300309598,0.23961661341853,0.888888888888889,0,0.40133779264214,0,0.0240963855421687,0.37888198757764,0.650943396226415,0,0.663551401869159,0,0,0.003125,0,0.543130990415335,0,0.694444444444444,0,0.389937106918239,0,0.738872403560831,0,0,0.769461077844311,0.575851393188854,0.0864197530864197,0,0.33015873015873,0.658385093167702,0.00641025641025641,0,0.654434250764526,0,0.0188087774294671,0.267295597484277,0.00628930817610063,0,0.260586319218241,0.0184615384615385,0.143312101910828,0.378048780487805,0.00632911392405063,0,0.46749226006192,0,0.856269113149847,0,0.00304878048780488,0.009375,0,0.00311526479750779,0.451219512195122,0.495440729483283,0.00641025641025641,0,0,0.397476340694006,0.617647058823529,0.0856269113149847
"9",0,0,0,0.713846153846154,0,0,0.257763975155279,0,1,0,0,0,0,0,0.00651465798045603,0.301587301587302,0.515060240963855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479233226837061,0,0,0,0,0,0,0,0,0,0,0,0,0.670694864048338,0.0498442367601246,0,0,0,0,0,0,0,0,0.283018867924528,0,0,0,0.0359281437125748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158730158730159,0,0,0,0,0,0,0,0,0.024024024024024,0,0,0,0,0,0,0,0,0,0,0.284789644012945,0,0.0188087774294671,0,0.0247678018575851,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0.00598802395209581,0,0,0.0185758513931889,0.0222222222222222,0.549382716049383,0,0,0,0,0.290030211480363,0.0156739811912226,0.0410094637223975,0.396923076923077,0,0,0.0271084337349398,0,0.966966966966967,0.969418960244648,0.784375,0.969788519637462,0,0,0,0,0,0,0.736196319018405,0,0.0275229357798165,0,0,0,0,0.617554858934169,0.962848297213622,0.584375,0,0,0.329153605015674,0.981481481481482,0.04375,0.791411042944785,0.270769230769231,0.981981981981982,0,0,0.972809667673716,0,0.867692307692308,0,0.979041916167665,0,0,0,0,0,0,0.0243161094224924,0,0.322981366459627,0.01875,0,0,0,0,0,0,0,0.0333333333333333,0,0.258258258258258,0,0,0,0.00617283950617284,0.981927710843373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243827160493827,0.0278637770897833,0,0,0,0,0,0,0,0.277777777777778,0,0.0357142857142857,0.281818181818182,0,0.0211480362537764,0.257142857142857,0,0,0,0,0.58641975308642,0,0,0,0,0.0237388724035608,0,0,0,0.317757009345794,0,0,0
"10",0.0744047619047619,0.190625,0,0,0.197014925373134,0.0254777070063694,0,0,0,1,0,0,0.0766871165644172,0.935860058309038,0,0,0,0,0.547619047619048,0.170212765957447,0,0.958333333333333,0.0214723926380368,0.597701149425287,0.964391691394659,0.28125,0.164179104477612,0.164670658682635,0.13595166163142,0,0.99406528189911,0,0.973293768545994,0.92603550295858,0,0.938837920489297,0,0.974683544303797,0.0443786982248521,0.997005988023952,0.636363636363636,0.967065868263473,0,0.018348623853211,0,0,0.268072289156627,0.0288461538461538,0.00895522388059702,0.969512195121951,0,0,0.973293768545994,0,0,0.0853658536585366,0.866261398176292,0,0,0.585074626865672,0,0.00934579439252336,0.0287539936102236,0.132930513595166,0.0212121212121212,0.00311526479750779,0.0149253731343284,0,0,0.125391849529781,0.0338461538461538,0.0548780487804878,0.188622754491018,0,0.46319018404908,0.151862464183381,0,0.0153846153846154,0.00307692307692308,0.158054711246201,0.952802359882006,0.461764705882353,0,0,0.00305810397553517,0,0.0185758513931889,0,0,0.0210843373493976,0.00914634146341463,0.455384615384615,0.285714285714286,0,0.984756097560976,0,0,0,0.996932515337423,0.72972972972973,0,0.205438066465257,0.342507645259939,0,0.405487804878049,0,0,0.0396341463414634,0,0,0,0.00890207715133531,0,0.394658753709199,0,0,0,0,0,0,0,0.997050147492625,0,0,0,0,0.482539682539683,0,0,0,0,0,0,0,0.551515151515152,0.0471976401179941,0,0.991097922848665,0.476780185758514,0,0,0,0,0,0,0.299684542586751,0.260355029585799,0,0,0,0,0,0,0,0,0,0,0,0.793604651162791,0.412121212121212,0,0,0,0,0,0.0211480362537764,0.541795665634675,0.125748502994012,0.0120481927710843,0,0.0841121495327103,0,0.0120845921450151,0,0,0,0.951807228915663,0,0,0,0,0.0151975683890578,0,0.058641975308642,0,0,0,0.24188790560472,0,0,0.96583850931677,0.0120845921450151,0.303125,0,0.620795107033639,0,0.969230769230769,0,0.0271084337349398,0,0.263636363636364,0.2,0,0,0,0,0,0,0,0.30625,0,0.996960486322188,0.0301204819277108,0,0,0.0175953079178886,0,0,0,0,0,0.00952380952380952,0,0.0373563218390805,0,0,0,0,0.439393939393939,0,0,0,0,0.962962962962963,0,0,0,0
